alntmscore,evalue,lddt,neighbor_id,rmsd,target_id,tm_score
0.3568,2.025,0.4497,ORL1,10.8,APOE,0.1661
0.04789,0.1206,0.6287,CDCA2,64.3,ATXN2,0.04563
0.04769,0.008121,0.6237,DOT1L,72.06,ATXN2,0.04294
0.1129,7.587,0.3678,CTLA4,37.14,ATXN2,0.03634
0.1284,3.574,0.5554,SLC9A3,43.43,ATXN2,0.03495
0.1244,5.904,0.4551,VHL,32.24,ATXN2,0.03412
0.06321,2.032,0.6583,LATS1,69.22,ATXN2,0.03405
0.1026,6.286,0.673,NFE2L2,59.41,ATXN2,0.03371
0.05186,0.3293,0.5997,GRIN1,64.32,ATXN2,0.03321
0.04099,8.078,0.6305,F5,73.11,ATXN2,0.03305
0.1934,4.052,0.2782,SIGMAR1,14.82,ATXN2,0.0321
0.1547,9.747,0.4355,F12,24.98,ATXN2,0.03146
0.2434,0.1206,0.5069,SPIN1,16.49,ATXN2,0.03131
0.04853,3.806,0.5958,GRIN2B,67.77,ATXN2,0.03041
0.05952,0.09994,0.6983,AR,63.65,ATXN2,0.02969
0.0599,1.394,0.6307,FGA,54.18,ATXN2,0.02961
0.1316,9.156,0.6891,CFTR,31.64,ATXN2,0.02918
0.3576,2.304,0.2856,PKM,10.58,ATXN2,0.02907
0.2418,4.315,0.335,F9,16.63,ATXN2,0.02888
0.09511,9.747,0.52,KCNA5,48.01,ATXN2,0.02887
0.07163,4.315,0.6778,TROP2,69.16,ATXN2,0.02819
0.6911,1.037e-14,0.7693,BCL2,22.05,BCL2L1,0.6798
0.4904,0.0001532,0.5482,MCL1,16.95,BCL2L1,0.4166
0.1883,9.035,0.3797,NR3C1,21.8,BCL2L1,0.1669
0.2118,1.449,0.3562,APOE,22.79,BCL2L1,0.1648
0.1847,5.321,0.4134,GIPR,23.25,BCL2L1,0.1614
0.2138,3.287,0.3638,PARP2,19.47,BCL2L1,0.161
0.2002,5.071,0.3722,BDKRB2,19.41,BCL2L1,0.1596
0.1845,9.946,0.3813,VDR,21.77,BCL2L1,0.1596
0.1555,2.985,0.3381,HMGCR,23.52,BCL2L1,0.155
0.2069,2.131,0.3939,IL6,20.21,BCL2L1,0.153
0.172,9.48,0.4106,DYRK1A,27.1,BCL2L1,0.1521
0.1547,5.584,0.3666,CACNA1D,24.09,BCL2L1,0.1491
0.1833,2.985,0.3788,OPRM1,24.7,BCL2L1,0.1474
0.2323,4.833,0.3086,NPY2R,17.92,BCL2L1,0.144
0.1822,0.7382,0.3801,NFE2L2,31.18,BCL2L1,0.1422
0.1621,1.844,0.3618,MAS1,20.19,BCL2L1,0.1396
0.1669,4.389,0.3635,ABCB1,32.64,BCL2L1,0.1394
0.2321,5.859,0.2506,SLC12A3,15.47,BCL2L1,0.135
0.2285,8.611,0.2486,SLC12A2,15.46,BCL2L1,0.135
0.1517,2.346,0.4326,BRDT,20.95,BCL2L1,0.1341
0.1794,1.539e-52,0.7875,BRD4,55.04,BRDT,0.1793
0.4182,0.471,0.6451,SMARCA4,38.37,BRDT,0.1091
0.2447,0.02123,0.5734,ATAD2,43.81,BRDT,0.09093
0.1296,0.1957,0.4631,RIPK2,41.22,BRDT,0.06765
0.1095,7.66,0.5116,MDM2,49.99,BRDT,0.06024
0.1491,6.231,0.3946,APP,42.2,BRDT,0.05819
0.1876,1.193,0.5298,BCL2L1,17.7,BRDT,0.05699
0.1899,3.184,0.4192,IL6,16.65,BRDT,0.05603
0.2307,3.353,0.4112,MAS1,20.37,BRDT,0.05595
0.2647,3.184,0.4159,NLRP3,16.51,BRDT,0.0542
0.09758,7.66,0.4544,HRH1,39.32,BRDT,0.0531
0.2494,5.62,0.3082,YWHAB,13.4,BRDT,0.05166
0.2344,6.561,0.4263,CDC16,20.74,BRDT,0.05086
0.1755,4.571,0.437,BCL2,20.13,BRDT,0.05073
0.1221,8.942,0.5881,MCL1,38.4,BRDT,0.04979
0.1507,9.912,0.5536,TRPV1,33.87,BRDT,0.04906
0.1063,6.231,0.4619,ADRA2A,31.78,BRDT,0.048
0.1574,5.337,0.3802,FES,22.34,BRDT,0.04752
0.0934,4.123,0.4042,DYRK1A,30.73,BRDT,0.04741
0.2309,6.231,0.2668,PARP2,13.17,BRDT,0.04628
0.7187,0.0,0.8213,CACNA1D,20.03,CACNA1C,0.7125
0.7054,6.063e-68,0.6716,SOS1,20.36,CACNA1C,0.5356
0.4472,0.01935,0.4846,KCNA5,22.31,CACNA1C,0.09631
0.2588,0.0003553,0.3127,CXCL14,42.42,CACNA1C,0.09623
0.2838,0.002256,0.3048,TRPC6,33.93,CACNA1C,0.09488
0.5293,0.1034,0.381,KCNJ11,10.48,CACNA1C,0.09278
0.2362,7.288,0.3365,TRPV1,39.39,CACNA1C,0.08439
0.1359,0.0072,0.4133,GRK3,42.55,CACNA1C,0.07051
0.08261,0.08343,0.2823,MTOR,43.94,CACNA1C,0.07002
0.1328,1.251,0.4354,GRIN2B,56.22,CACNA1C,0.06554
0.1209,0.6567,0.4408,GRIN1,58.72,CACNA1C,0.05842
0.08334,0.07656,0.2697,ATR,36.53,CACNA1C,0.05777
0.07994,2.713,0.2746,ABCB1,47.25,CACNA1C,0.05128
0.1036,9.428,0.2799,CDC16,32.34,CACNA1C,0.05107
0.1089,2.188,0.2613,ACE2,36.56,CACNA1C,0.05065
0.178,2.599,0.3353,BDKRB2,34.37,CACNA1C,0.04615
0.1839,0.3029,0.3541,KCNMA1,34.57,CACNA1C,0.04502
0.07477,3.994,0.2223,ABCC9,40.05,CACNA1C,0.0442
0.1621,7.941,0.2814,PTAFR,26.73,CACNA1C,0.0406
0.1584,4.352,0.3704,ORL1,35.13,CACNA1C,0.04039
0.1245,8.918,0.2936,PARP2,25.2,CHRM1,0.1215
0.1573,8.294,0.224,GCH1,23.47,CHRM1,0.1081
0.1546,4.162,0.2319,ADORA1,22.74,CHRM1,0.107
0.1218,2.692,0.2359,SLC6A3,25.36,CHRM1,0.1057
0.1144,1.302,0.2565,SLC9A3,27.69,CHRM1,0.1056
0.1102,5.366,0.2389,CXCL14,26.53,CHRM1,0.104
0.1528,9.942,0.2154,KCNA5,27.31,CHRM1,0.1011
0.1302,3.471,0.2433,SLC12A3,27.32,CHRM1,0.09966
0.1343,6.918,0.237,CNR1,21.9,CHRM1,0.09868
0.1028,1.805,0.2332,SLC12A1,28.22,CHRM1,0.09811
0.1179,3.002,0.2246,SLC12A2,26.86,CHRM1,0.09389
0.2322,7.174,0.3152,GRM1,19.59,CHRM1,0.09209
0.1402,6.672,0.252,OPRD1,23.88,CHRM1,0.09151
0.1227,2.596,0.216,ADRA1A,30.29,CHRM1,0.09085
0.1155,5.984,0.2311,SLC45A3,28.2,CHRM1,0.08932
0.1546,5.77,0.2594,DYRK1A,23.2,CHRM1,0.08905
0.1369,7.999,0.2076,ALOX12,22.25,CHRM1,0.08868
0.1266,9.247,0.2392,TH,22.8,CHRM1,0.08734
0.1033,2.087,0.2195,SLC6A6,27.96,CHRM1,0.08389
0.2062,4.99,0.3083,GRM8,16.83,CHRM1,0.08205
0.8149,1.925e-80,0.8649,IKBKB,8.613,CHUK,0.8129
0.8326,1.071e-14,0.6487,AKT1,3.687,CHUK,0.3171
0.7649,8.301e-15,0.6149,SGK1,8.491,CHUK,0.3139
0.8244,7.126e-15,0.6384,AKT2,3.879,CHUK,0.3135
0.7666,1.111e-13,0.5882,ROS1,4.368,CHUK,0.3124
0.8241,5.526e-15,0.6348,PRKACA,4.459,CHUK,0.3109
0.8319,6.936e-13,0.6116,FES,3.607,CHUK,0.3073
0.7976,7.126e-15,0.6268,AKT3,4.314,CHUK,0.3072
0.7599,7.971e-12,0.5969,FGFR3,3.994,CHUK,0.307
0.7782,9.903e-13,0.6024,WEE1,3.475,CHUK,0.3059
0.853,1.126e-14,0.6175,TSSK6,3.479,CHUK,0.3048
0.7196,9.77e-12,0.5547,STRADA,10.34,CHUK,0.3045
0.7602,2.542e-14,0.551,AXL,4.78,CHUK,0.3042
0.7017,1.414e-12,0.5497,MAPK1,7.067,CHUK,0.3038
0.7675,7.126e-15,0.5982,AURKB,8.806,CHUK,0.3013
0.7389,1.647e-12,0.5826,FGFR2,4.221,CHUK,0.2995
0.7339,1.71e-11,0.5736,FGFR4,4.481,CHUK,0.2993
0.7999,1.565e-12,0.5668,ERBB2,4.103,CHUK,0.2992
0.3307,4.509e-15,0.4462,ROCK2,58.19,CHUK,0.2986
0.7361,1.23e-13,0.5907,MOS,5.077,CHUK,0.2983
0.7835,6.451e-25,0.8181,ADRB2,9.804,DRD1,0.7075
0.6529,2.098e-23,0.7801,ADRB1,19.79,DRD1,0.6515
0.8245,3.696e-20,0.7875,HTR1A,5.964,DRD1,0.6512
0.8083,6.634e-19,0.7769,GNB5,9.172,DRD1,0.639
0.8111,1.043e-12,0.7485,HRH1,9.76,DRD1,0.6247
0.7691,8.36e-21,0.7834,PTGIR,13.83,DRD1,0.6224
0.7841,1.846e-14,0.7642,CHRM3,7.912,DRD1,0.6141
0.6541,1.745e-17,0.7178,HTR2A,15.28,DRD1,0.6114
0.6137,2.394e-19,0.7233,ADRA1A,15.88,DRD1,0.6031
0.7572,8.762e-17,0.7571,ADRA2A,7.988,DRD1,0.6003
0.6434,9.055e-16,0.705,ADORA2A,15.53,DRD1,0.5926
0.7516,1.536e-17,0.7148,HRH3,8.568,DRD1,0.5899
0.7442,5.492e-17,0.7526,DRD2,12.21,DRD1,0.582
0.7403,1.926e-14,0.7347,CHRM2,9.097,DRD1,0.5808
0.8055,1.68e-13,0.7204,ADORA1,8.001,DRD1,0.5767
0.7305,1.185e-12,0.671,CNR2,12.76,DRD1,0.576
0.7623,2.987e-11,0.6592,CNR1,7.726,DRD1,0.5579
0.7908,4.655e-13,0.6772,OPRK1,5.609,DRD1,0.5488
0.682,2.77e-12,0.6537,NPY1R,12.99,DRD1,0.5483
0.7597,1.89e-12,0.7007,ORL1,10.82,DRD1,0.5454
0.5501,0.0,0.7851,ERBB3,22.49,EGFR,0.544
0.3032,0.0,0.7996,ERBB2,40.4,EGFR,0.2978
0.2868,6.536e-41,0.5069,INSR,42.87,EGFR,0.2614
0.4181,5.17e-23,0.4992,NTRK1,25.92,EGFR,0.2403
0.4784,6.375e-24,0.6426,FLT1,41.31,EGFR,0.2273
0.5738,3.542e-25,0.6849,AXL,37.47,EGFR,0.222
0.59,2.193e-22,0.6666,CSF1R,27.98,EGFR,0.2211
0.6989,1.171e-24,0.7009,FGFR2,24.41,EGFR,0.2202
0.7085,1.928e-24,0.6968,FGFR3,20.28,EGFR,0.2194
0.4295,3.685e-24,0.6218,ALK,38.31,EGFR,0.2186
0.5215,1.06e-24,0.6801,ROS1,30.25,EGFR,0.2172
0.4196,9.596e-25,0.5932,RET,36.97,EGFR,0.2166
0.6594,9.984e-24,0.6625,FGFR4,26.96,EGFR,0.2155
0.5174,6.441e-25,0.6823,ABL1,34.07,EGFR,0.2151
0.8737,6.972e-23,0.715,FES,6.585,EGFR,0.2133
0.423,4.407e-22,0.4953,NTRK2,31.19,EGFR,0.2126
0.581,5.653e-22,0.6441,KIT,25.01,EGFR,0.212
0.4719,1.255e-21,0.6736,FLT4,39.74,EGFR,0.2119
0.4863,8.251e-20,0.6321,PDGFRA,30.08,EGFR,0.2118
0.4952,5.013e-20,0.6317,PDGFRB,38.14,EGFR,0.2115
0.696,3.491e-21,0.7606,HTR1A,23.26,DRD2,0.6447
0.6438,2.833e-18,0.7184,CHRM3,21.63,DRD2,0.6201
0.6886,4.751e-30,0.7863,HRH3,18.12,DRD2,0.615
0.6326,2.115e-21,0.7456,ADRA2A,18.63,DRD2,0.6122
0.6525,1.639e-18,0.7146,HRH1,26.31,DRD2,0.6117
0.7429,9.09e-21,0.7792,GNB5,14.68,DRD2,0.6079
0.7186,1.166e-19,0.7649,ADRB1,15.52,DRD2,0.5937
0.7246,3.327e-19,0.7609,HTR2A,9.7,DRD2,0.5919
0.7683,9.694e-18,0.7575,ADRB2,11.44,DRD2,0.586
0.7502,3.907e-20,0.734,ADRA1A,10.88,DRD2,0.5859
0.7442,1.305e-18,0.7782,DRD1,11.82,DRD2,0.5858
0.8358,6.715e-16,0.7675,PTGIR,7.678,DRD2,0.584
0.584,1.529e-17,0.6952,CHRM2,22.18,DRD2,0.5612
0.825,8.036e-14,0.7488,ADORA2A,5.762,DRD2,0.5571
0.8238,1.419e-12,0.7268,ADORA1,5.881,DRD2,0.5553
0.7399,2.685e-12,0.7112,OPRD1,8.872,DRD2,0.55
0.7194,5.826e-12,0.6986,ORL1,12.42,DRD2,0.548
0.8204,6.644e-08,0.7005,CNR2,7.523,DRD2,0.5437
0.75,4.639e-12,0.6968,OPRK1,8.587,DRD2,0.5403
0.7283,1.295e-12,0.6737,OPRM1,7.9,DRD2,0.5379
0.8439,6.76e-46,0.8675,KCNJ1,18.13,EEF2K,0.6319
0.2251,0.009716,0.5185,KCNH2,31.66,EEF2K,0.1959
0.2022,0.03264,0.5409,GRK3,29.11,EEF2K,0.1805
0.5207,3.706,0.5018,KCNMA1,6.731,EEF2K,0.1577
0.4476,1.041,0.4188,GRIA2,8.996,EEF2K,0.1468
0.2207,0.002432,0.5124,TP63,37.85,EEF2K,0.146
0.4588,7.405,0.4283,GRIA1,8.38,EEF2K,0.144
0.1719,0.001023,0.477,MAP3K20,38.3,EEF2K,0.1359
0.4631,4.406,0.4297,KCNJ11,13.17,EEF2K,0.1314
0.2921,1.75,0.3743,NTRK3,27.96,EEF2K,0.131
0.3437,0.08219,0.298,FLT4,10.5,EEF2K,0.1303
0.3826,5.239,0.4651,KCNA5,15.43,EEF2K,0.1296
0.4498,4.668,0.2837,PDGFRA,7.673,EEF2K,0.1283
0.3565,0.0218,0.3533,NTRK2,16.04,EEF2K,0.1279
0.3582,0.01297,0.2502,CTLA4,9.082,EEF2K,0.125
0.4484,0.1304,0.2935,CSF1R,7.719,EEF2K,0.1238
0.3807,1.964,0.3062,FLT1,10.83,EEF2K,0.1224
0.2199,2.336,0.3835,TIGIT,29.02,EEF2K,0.1219
0.4124,0.8757,0.2743,ROS1,17.57,EEF2K,0.1217
0.2035,0.0008125,0.4454,PDCD1,31.99,EEF2K,0.121
0.6652,6.516e-55,0.8301,F9,20.88,F10,0.6148
0.9227,4.928e-25,0.7623,F11,2.894,F10,0.4531
0.4823,2.139e-29,0.6142,F2,30.44,F10,0.4441
0.901,4.651e-24,0.7349,PLG,2.376,F10,0.4347
0.5608,7.763e-28,0.6686,F12,24.8,F10,0.4338
0.5336,0.02549,0.4881,LTBP3,7.231,F10,0.1362
0.1299,8.723,0.24,CDC20,26.47,F10,0.09986
0.1324,1.158,0.2699,TP63,26.48,F10,0.09764
0.4691,0.09266,0.4826,SELE,6.995,F10,0.0973
0.1444,2.029,0.2751,FES,26.4,F10,0.09081
0.2272,8.248,0.1627,FGB,13.8,F10,0.08997
0.1364,9.756,0.2138,FGG,20.31,F10,0.08709
0.1679,0.4216,0.2997,SPIN1,25.21,F10,0.08538
0.1134,2.841,0.2749,LRRK2,33.67,F10,0.08275
0.1056,1.295,0.275,TP53,26.32,F10,0.08218
0.1726,4.708,0.3593,CHEK1,31.11,F10,0.07938
0.2833,8.723,0.1947,ALOX12,9.263,F10,0.0793
0.1282,6.591,0.2952,NTRK1,32.29,F10,0.07721
0.1217,1.37,0.2201,PSMA1,20.44,F10,0.07693
0.1229,0.9783,0.2699,ROCK2,24.97,F10,0.07665
0.4177,8.52e-33,0.592,PLG,28.64,F12,0.392
0.9129,1.793e-24,0.7555,F11,2.561,F12,0.3633
0.5395,2.28e-22,0.6272,F2,24.93,F12,0.3565
0.555,3.756e-26,0.6454,F10,23.87,F12,0.3419
0.5726,6.578e-27,0.6305,F9,24.25,F12,0.3404
0.1365,0.6368,0.3026,TP53,25.36,F12,0.07907
0.1417,0.6725,0.2533,SPIN1,25.12,F12,0.07631
0.1168,1.892,0.2489,VAV1,20.71,F12,0.0754
0.08295,0.7918,0.2778,FGFR2,35.93,F12,0.07198
0.231,0.02708,0.3149,SELE,22.91,F12,0.07118
0.1183,5.935,0.2039,CDC20,20.69,F12,0.071
0.1425,1.441,0.1743,RAD1,19.28,F12,0.07071
0.0743,0.03964,0.2647,LTBP3,39.79,F12,0.0677
0.1192,9.169,0.3774,HNRNPH1,26.18,F12,0.06724
0.2299,8.684,0.4229,TREM2,22.86,F12,0.06686
0.1332,2.77,0.2989,ROS1,22.63,F12,0.06673
0.1745,4.774,0.3796,AURKB,26.31,F12,0.0662
0.1646,0.5122,0.3907,LCK,25.68,F12,0.06352
0.1445,0.6725,0.3811,FYN,28.81,F12,0.06321
0.1294,0.1922,0.2805,CR1,20.96,F12,0.06184
0.9387,6.915e-27,0.8128,FGB,2.014,FGA,0.2635
0.9127,2.367e-27,0.7759,FGG,4.96,FGA,0.2583
0.532,9.671,0.4698,SNCB,18.73,FGA,0.07266
0.2018,0.958,0.4847,TRIM59,16.31,FGA,0.06434
0.09847,1.344,0.5505,LRRK2,41.96,FGA,0.06289
0.08015,0.2338,0.5884,DOT1L,60.86,FGA,0.06288
0.1901,7.721,0.1784,F11,17.15,FGA,0.05883
0.1303,0.2089,0.4801,CA9,35.5,FGA,0.05623
0.09122,1.885,0.6121,GRIN2B,61.39,FGA,0.05379
0.08371,8.168,0.572,GRIN1,59.71,FGA,0.05263
0.1641,0.9054,0.3289,SPIN1,19.82,FGA,0.052
0.1471,1.014,0.2502,PARP1,17.61,FGA,0.05139
0.158,2.798,0.2868,F10,20.82,FGA,0.05052
0.1353,3.314,0.4289,CHEK2,28.6,FGA,0.05049
0.08243,4.153,0.6082,CACNA1C,53.01,FGA,0.04908
0.1796,8.168,0.2271,F9,19.55,FGA,0.04883
0.09403,3.506,0.6738,GRM5,56.29,FGA,0.04868
0.2204,4.918,0.194,CDK1,9.362,FGA,0.04791
0.09891,0.1866,0.6234,WEE1,48.3,FGA,0.04721
0.1419,2.798,0.4575,SRC,28.29,FGA,0.04718
0.5519,0.0,0.7767,FLT4,20.4,FLT1,0.5446
0.3849,0.0,0.7599,KDR,32.06,FLT1,0.3808
0.3334,2.07e-72,0.6607,PDGFRB,31.67,FLT1,0.2835
0.3243,5.348e-70,0.6719,KIT,34.08,FLT1,0.2485
0.2911,3.875e-75,0.6851,PDGFRA,33.16,FLT1,0.2417
0.3128,2.375e-71,0.6516,CSF1R,41.01,FLT1,0.2297
0.2984,2.721e-56,0.5614,FLT3,35.09,FLT1,0.2163
0.3687,1.503e-52,0.6756,FGFR3,28.54,FLT1,0.2151
0.2625,5.562e-47,0.5046,RET,43.66,FLT1,0.2145
0.3482,5.605e-53,0.5927,FGFR2,54.3,FLT1,0.2142
0.2346,1.141e-40,0.4314,ROS1,50.55,FLT1,0.2142
0.2947,2.98e-33,0.5124,MET,26.82,FLT1,0.2133
0.331,4.349e-31,0.5285,INSR,30.74,FLT1,0.2125
0.3179,2.37e-43,0.5582,AXL,33.07,FLT1,0.2097
0.3525,3.7e-53,0.6596,FGFR4,38.35,FLT1,0.2092
0.2242,1.853e-27,0.4248,ALK,57.16,FLT1,0.2078
0.3495,6.429e-52,0.6665,FGFR1,36.63,FLT1,0.2071
0.4285,4.315e-25,0.6428,ERBB2,38.66,FLT1,0.1969
0.4639,1.043e-24,0.6663,EGFR,41.39,FLT1,0.1967
0.4127,1.42e-35,0.6058,NTRK2,31.67,FLT1,0.1961
0.7739,5.575e-12,0.6505,NPY2R,10.83,GNRHR,0.7481
0.7597,3.785e-10,0.6296,EDNRA,7.212,GNRHR,0.7448
0.7433,7.242e-13,0.6483,EDNRB,7.689,GNRHR,0.7349
0.7454,7.82e-10,0.6491,OPRD1,5.787,GNRHR,0.7273
0.7274,5.575e-12,0.6669,OPRM1,9.541,GNRHR,0.7232
0.7177,7.82e-10,0.6263,OPRK1,7.122,GNRHR,0.7137
0.7095,2.38e-11,0.6307,NPY1R,7.784,GNRHR,0.696
0.7935,7.903e-09,0.651,CCRL2,4.552,GNRHR,0.6924
0.7788,1.425e-08,0.6388,PTGIR,4.585,GNRHR,0.6908
0.7186,1.152e-11,0.6224,BDKRB2,11.5,GNRHR,0.6903
0.76,2.121e-09,0.6043,PTAFR,4.608,GNRHR,0.69
0.7248,1.002e-07,0.6196,CHRM2,9.737,GNRHR,0.6875
0.7018,9.182e-12,0.6349,AGTR2,11.14,GNRHR,0.6838
0.6952,1.851e-09,0.6443,ADRA1A,8.728,GNRHR,0.6835
0.7389,2.508e-06,0.6262,HRH1,6.254,GNRHR,0.6808
0.6836,2.143e-08,0.6114,HTR1A,11.1,GNRHR,0.6778
0.688,5.693e-10,0.6194,GNB5,6.914,GNRHR,0.6764
0.7651,3.374e-08,0.6384,ADORA2A,4.518,GNRHR,0.675
0.6838,5.693e-10,0.6201,ORL1,9.209,GNRHR,0.6704
0.6693,8.744e-08,0.6051,ADRA2A,10.3,GNRHR,0.6655
0.581,0.0,0.8308,GRIN2B,32.36,GRIN1,0.5728
0.373,2.331e-52,0.6357,GRIA2,28.0,GRIN1,0.2359
0.348,1.756e-50,0.6214,GRIA1,25.0,GRIN1,0.2203
0.3001,5.485e-51,0.6284,GRK6,31.93,GRIN1,0.2073
0.2396,1.303e-15,0.5161,GRM5,46.47,GRIN1,0.2014
0.2974,7.532e-18,0.4834,GCH1,37.02,GRIN1,0.1984
0.2363,1.719e-15,0.4945,GRM1,43.74,GRIN1,0.1963
0.3083,2.884e-12,0.4122,GRM4,28.48,GRIN1,0.189
0.2895,2.992e-15,0.421,GRM8,31.71,GRIN1,0.1842
0.1284,0.06081,0.5725,CACNA1C,56.27,GRIN1,0.0795
0.2707,3.109,0.2629,ACHE,21.15,GRIN1,0.07571
0.0935,5.41,0.4051,HDAC6,53.94,GRIN1,0.07313
0.2117,5.718,0.4792,EEF2K,52.06,GRIN1,0.07292
0.1315,0.06081,0.5543,CACNA1D,52.09,GRIN1,0.07228
0.2598,0.08023,0.3306,IDH2,21.39,GRIN1,0.07093
0.2434,2.783,0.2525,HDAC1,22.56,GRIN1,0.06858
0.1397,0.558,0.5535,GRK3,57.71,GRIN1,0.06853
0.1804,0.156,0.2566,ALDOA,19.75,GRIN1,0.06215
0.6046,0.3786,0.5417,KCNJ1,5.2,GRIN1,0.06169
0.2391,0.9711,0.2472,HDAC2,22.91,GRIN1,0.06128
0.9215,5.961e-90,0.9548,HDAC2,5.915,HDAC1,0.9196
0.7606,2.861e-22,0.6129,HDAC6,15.65,HDAC1,0.6274
0.2752,0.009954,0.2224,ALDOA,13.59,HDAC1,0.1956
0.2542,0.1173,0.2392,GRM5,19.63,HDAC1,0.1945
0.3949,0.1574,0.2604,DYRK1A,7.236,HDAC1,0.1881
0.2052,9.057,0.279,DOT1L,31.96,HDAC1,0.1802
0.2346,1.094,0.2122,GRIN1,25.67,HDAC1,0.1728
0.2964,3.541,0.2075,DDC,21.3,HDAC1,0.1651
0.2597,2.64,0.21,GRM1,17.89,HDAC1,0.1649
0.305,0.04076,0.2302,GRK6,17.29,HDAC1,0.1631
0.2076,0.3378,0.1976,SMARCA4,21.95,HDAC1,0.1607
0.2542,1.304,0.1898,HSD11B1,15.09,HDAC1,0.1592
0.2495,0.6836,0.1856,ITGB3,13.3,HDAC1,0.1586
0.2533,7.596,0.1895,LPL,13.74,HDAC1,0.1578
0.2356,1.383,0.2226,GRM4,18.18,HDAC1,0.1548
0.2775,7.596,0.2065,GCH1,17.31,HDAC1,0.1543
0.3065,0.1877,0.2472,SLC12A3,11.41,HDAC1,0.1525
0.2047,3.339,0.2173,PRMT5,14.04,HDAC1,0.152
0.2046,0.01335,0.2033,GRIN2B,24.93,HDAC1,0.1514
0.2325,0.5732,0.2165,GRM8,17.91,HDAC1,0.1504
0.515,1.495,0.3767,WEE1,7.401,HINT1,0.3622
0.5133,0.9718,0.4193,FGFR2,5.833,HINT1,0.3548
0.5224,1.243,0.3979,CSF1R,5.965,HINT1,0.3537
0.4906,0.4642,0.4199,FGFR4,5.628,HINT1,0.3405
0.4925,2.603,0.354,STRADA,6.481,HINT1,0.3341
0.4859,1.322,0.3997,FGFR1,6.525,HINT1,0.3337
0.4172,2.447,0.3803,INSR,9.15,HINT1,0.3328
0.479,2.944,0.3875,MOS,6.619,HINT1,0.3229
0.411,0.7597,0.3569,TSSK6,8.043,HINT1,0.3215
0.4288,0.1843,0.3567,FYN,8.641,HINT1,0.3169
0.4554,4.005,0.3808,ABL1,9.071,HINT1,0.3165
0.4608,1.034,0.3731,SRC,7.674,HINT1,0.3152
0.4145,0.5251,0.3838,PBK,6.534,HINT1,0.3134
0.4629,2.944,0.3569,PDGFRB,6.165,HINT1,0.3069
0.3912,1.034,0.3668,FLT3,8.041,HINT1,0.3034
0.4247,0.7143,0.3129,CDK5,7.652,HINT1,0.3017
0.4311,0.9138,0.3209,ICK,8.364,HINT1,0.2984
0.3706,2.447,0.3183,CHUK,8.125,HINT1,0.2981
0.4252,2.301,0.3597,FGFR3,7.349,HINT1,0.2966
0.3819,1.691,0.3474,BRAF,9.189,HINT1,0.296
0.1553,7.437,0.1808,CXCL14,16.06,STS,0.1093
0.2011,2.638,0.255,GRIN2B,22.43,STS,0.1059
0.2604,4.693,0.3713,GLA,15.98,STS,0.0987
0.1407,0.5572,0.2304,GCH1,26.62,STS,0.09644
0.1986,9.359,0.1684,SMARCA4,15.2,STS,0.09055
0.1246,8.343,0.1468,SLC6A6,24.35,STS,0.08225
0.3326,6.628,0.2066,ADRA1A,10.25,STS,0.07887
0.1465,4.693,0.3538,BRCA1,18.6,STS,0.06664
0.3,9.359,0.2542,CHEK1,10.07,STS,0.06395
0.3827,6.258,0.1692,ROCK2,4.811,STS,0.06315
0.552,5.908,0.2486,MGA,5.683,STS,0.06107
0.1912,6.258,0.1123,HDAC1,14.81,STS,0.05935
0.3671,7.437,0.1576,SLC45A3,4.31,STS,0.05699
0.1281,2.095,0.1634,PTGS2,19.57,STS,0.05669
0.2205,9.359,0.108,ITGB3,6.666,STS,0.05568
0.3899,9.913,0.1414,ACHE,4.562,STS,0.05449
0.1188,7.021,0.1431,PTGS1,14.83,STS,0.05392
0.1871,8.343,0.2036,ATR,17.14,STS,0.05384
0.2074,7.877,0.1242,HDAC2,13.04,STS,0.0533
0.4269,7.021,0.2267,MLST8,3.581,STS,0.05215
0.8352,1.322e-10,0.7782,NECTIN4,3.738,TIGIT,0.4163
0.4725,4.32e-07,0.6286,CTLA4,26.17,TIGIT,0.4021
0.6959,1.956e-07,0.6569,CD274,8.02,TIGIT,0.378
0.3803,5.733e-07,0.669,HAVCR2,40.13,TIGIT,0.3774
0.3302,3.199e-08,0.6368,PDCD1,19.43,TIGIT,0.3279
0.3642,5.634e-08,0.6287,FGFR2,26.44,TIGIT,0.3209
0.3839,5.324e-08,0.6678,FGFR4,24.73,TIGIT,0.3145
0.5805,1.709e-05,0.5964,FLT4,12.19,TIGIT,0.3078
0.5218,9.54e-07,0.5878,FLT1,22.3,TIGIT,0.3071
0.3656,1.881e-06,0.5927,PECAM1,15.58,TIGIT,0.304
0.3893,7.607e-07,0.5748,FGFR1,24.96,TIGIT,0.3003
0.4923,3.506e-06,0.575,KDR,17.63,TIGIT,0.2984
0.6547,0.0001171,0.5485,PDGFRB,4.163,TIGIT,0.2959
0.7202,5.936e-05,0.6017,LAG3,3.945,TIGIT,0.2942
0.3636,8.859e-08,0.6476,FGFR3,28.64,TIGIT,0.2918
0.7219,0.003117,0.5363,AXL,3.615,TIGIT,0.2893
0.7203,0.0009498,0.5738,NTRK2,3.247,TIGIT,0.2889
0.6606,0.0001739,0.5879,CSF1R,5.384,TIGIT,0.2863
0.6212,0.006146,0.5384,PDGFRA,5.993,TIGIT,0.2847
0.5794,0.0002443,0.5098,KIT,8.222,TIGIT,0.2513
