hotspot_residues,license,mean_score,n_variants,pct_pathogenic,source,target_id,uniprot_id,updated_at
"[{""residue"":269,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":270,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":315,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":320,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":261,""mean_score"":0.9998,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.690792256320554,6289,0.6512959134997615,AlphaMissense,JUN,P05412,2026-05-26 11:25:37.824922+00:00
"[{""residue"":1159,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":1199,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":1164,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":1177,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":1228,""mean_score"":0.9997,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6371545052936319,26258,0.5877446873333841,AlphaMissense,INSR,P06213,2026-05-26 11:25:37.824922+00:00
"[{""residue"":382,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":364,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":422,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":384,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":288,""mean_score"":0.9997,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.7171966290972956,9671,0.6856581532416502,AlphaMissense,LCK,P06239,2026-05-26 11:25:37.824922+00:00
"[{""residue"":390,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":408,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":448,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":280,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":429,""mean_score"":0.9998,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.7672352935411045,10203,0.7514456532392434,AlphaMissense,FYN,P06241,2026-05-26 11:25:37.824922+00:00
"[{""residue"":202,""mean_score"":0.9763,""n_substitutions"":19},{""residue"":223,""mean_score"":0.9754,""n_substitutions"":19},{""residue"":142,""mean_score"":0.9699,""n_substitutions"":19},{""residue"":155,""mean_score"":0.9682,""n_substitutions"":19},{""residue"":94,""mean_score"":0.9612,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.47738932646301224,8151,0.4082934609250399,AlphaMissense,GLA,P06280,2026-05-26 11:25:37.824922+00:00
"[{""residue"":146,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":128,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":13,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":186,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":51,""mean_score"":0.9996,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.7617118465058906,5681,0.7408906882591093,AlphaMissense,CDK1,P06493,2026-05-26 11:25:37.824922+00:00
"[{""residue"":243,""mean_score"":0.9993,""n_substitutions"":19},{""residue"":266,""mean_score"":0.9988,""n_substitutions"":19},{""residue"":291,""mean_score"":0.9986,""n_substitutions"":19},{""residue"":161,""mean_score"":0.9983,""n_substitutions"":19},{""residue"":268,""mean_score"":0.9983,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5743464819944583,9025,0.5160110803324099,AlphaMissense,LPL,P06858,2026-05-26 11:25:37.824922+00:00
"[{""residue"":406,""mean_score"":0.9983,""n_substitutions"":19},{""residue"":361,""mean_score"":0.9976,""n_substitutions"":19},{""residue"":358,""mean_score"":0.9974,""n_substitutions"":19},{""residue"":365,""mean_score"":0.9973,""n_substitutions"":19},{""residue"":366,""mean_score"":0.9972,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.536813307416269,10032,0.4616228070175439,AlphaMissense,TH,P07101,2026-05-26 11:25:37.824922+00:00
"[{""residue"":701,""mean_score"":0.9993,""n_substitutions"":19},{""residue"":683,""mean_score"":0.999,""n_substitutions"":19},{""residue"":742,""mean_score"":0.9988,""n_substitutions"":19},{""residue"":590,""mean_score"":0.9984,""n_substitutions"":19},{""residue"":688,""mean_score"":0.9983,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5575284799590213,15618,0.49148418491484186,AlphaMissense,FES,P07332,2026-05-26 11:25:37.824922+00:00
"[{""residue"":594,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":778,""mean_score"":0.9995,""n_substitutions"":19},{""residue"":796,""mean_score"":0.9994,""n_substitutions"":19},{""residue"":591,""mean_score"":0.9991,""n_substitutions"":19},{""residue"":616,""mean_score"":0.9991,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.4716949480181922,18468,0.3821745722330518,AlphaMissense,CSF1R,P07333,2026-05-26 11:25:37.824922+00:00
"[{""residue"":79,""mean_score"":0.9992,""n_substitutions"":19},{""residue"":51,""mean_score"":0.9978,""n_substitutions"":19},{""residue"":191,""mean_score"":0.9977,""n_substitutions"":19},{""residue"":106,""mean_score"":0.9977,""n_substitutions"":19},{""residue"":113,""mean_score"":0.9974,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5436323690582375,7847,0.4891041162227603,AlphaMissense,ADRB2,P07550,2026-05-26 11:25:37.824922+00:00
"[{""residue"":581,""mean_score"":0.993,""n_substitutions"":19},{""residue"":874,""mean_score"":0.9929,""n_substitutions"":19},{""residue"":558,""mean_score"":0.9928,""n_substitutions"":19},{""residue"":943,""mean_score"":0.9924,""n_substitutions"":19},{""residue"":879,""mean_score"":0.9917,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5061917981668709,21166,0.4202967022583389,AlphaMissense,RET,P07949,2026-05-26 11:25:37.824922+00:00
"[{""residue"":69,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":103,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":96,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":437,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":120,""mean_score"":0.9995,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6040878698893114,8854,0.5503727128981252,AlphaMissense,CHRM2,P08172,2026-05-26 11:25:37.824922+00:00
"[{""residue"":1207,""mean_score"":0.9992,""n_substitutions"":19},{""residue"":1201,""mean_score"":0.9987,""n_substitutions"":19},{""residue"":562,""mean_score"":0.9979,""n_substitutions"":19},{""residue"":1200,""mean_score"":0.9969,""n_substitutions"":19},{""residue"":1232,""mean_score"":0.9968,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6061807195723709,24320,0.5615131578947369,AlphaMissense,ABCB1,P08183,2026-05-26 11:25:37.824922+00:00
"[{""residue"":639,""mean_score"":0.9927,""n_substitutions"":19},{""residue"":633,""mean_score"":0.9915,""n_substitutions"":19},{""residue"":705,""mean_score"":0.9901,""n_substitutions"":19},{""residue"":718,""mean_score"":0.988,""n_substitutions"":19},{""residue"":138,""mean_score"":0.9839,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.43724132009523387,19741,0.3460311027810141,AlphaMissense,ITGA2B,P08514,2026-05-26 11:25:37.824922+00:00
"[{""residue"":1222,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":1204,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":1209,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":1087,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":1127,""mean_score"":0.9996,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5162146421809987,26410,0.4363498674744415,AlphaMissense,MET,P08581,2026-05-26 11:25:37.824922+00:00
"[{""residue"":104,""mean_score"":0.9992,""n_substitutions"":19},{""residue"":216,""mean_score"":0.9991,""n_substitutions"":19},{""residue"":131,""mean_score"":0.999,""n_substitutions"":19},{""residue"":138,""mean_score"":0.999,""n_substitutions"":19},{""residue"":193,""mean_score"":0.9985,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5376928099537531,9082,0.46344417529178594,AlphaMissense,ADRB1,P08588,2026-05-26 11:25:37.824922+00:00
"[{""residue"":82,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":187,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":109,""mean_score"":0.9993,""n_substitutions"":19},{""residue"":116,""mean_score"":0.9992,""n_substitutions"":19},{""residue"":133,""mean_score"":0.999,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5924372536792194,8018,0.5399102020453979,AlphaMissense,HTR1A,P08908,2026-05-26 11:25:37.824922+00:00
"[{""residue"":94,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":145,""mean_score"":0.9995,""n_substitutions"":19},{""residue"":128,""mean_score"":0.999,""n_substitutions"":19},{""residue"":146,""mean_score"":0.9989,""n_substitutions"":19},{""residue"":438,""mean_score"":0.9988,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5706369892473121,8835,0.5044708545557443,AlphaMissense,ADRA2A,P08913,2026-05-26 11:25:37.824922+00:00
"[{""residue"":2102,""mean_score"":0.9985,""n_substitutions"":19},{""residue"":2079,""mean_score"":0.9983,""n_substitutions"":19},{""residue"":2084,""mean_score"":0.9979,""n_substitutions"":19},{""residue"":1997,""mean_score"":0.9968,""n_substitutions"":19},{""residue"":2153,""mean_score"":0.9963,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.4119638934361941,44593,0.3033884241921378,AlphaMissense,ROS1,P08922,2026-05-26 11:25:37.824922+00:00
"[{""residue"":844,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":831,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":612,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":826,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":885,""mean_score"":0.9997,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5135525649566951,21014,0.43451984391358145,AlphaMissense,PDGFRB,P09619,2026-05-26 11:25:37.824922+00:00
"[{""residue"":590,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":697,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":699,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":125,""mean_score"":0.9994,""n_substitutions"":19},{""residue"":591,""mean_score"":0.9994,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5867502128101313,19266,0.52937817917575,AlphaMissense,PARP1,P09874,2026-05-26 11:25:37.824922+00:00
"[{""residue"":373,""mean_score"":0.9989,""n_substitutions"":19},{""residue"":551,""mean_score"":0.9981,""n_substitutions"":19},{""residue"":377,""mean_score"":0.998,""n_substitutions"":19},{""residue"":368,""mean_score"":0.998,""n_substitutions"":19},{""residue"":412,""mean_score"":0.9955,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6699299703264082,12806,0.6391535217866625,AlphaMissense,ALOX5,P09917,2026-05-26 11:25:37.824922+00:00
"[{""residue"":61,""mean_score"":0.9853,""n_substitutions"":19},{""residue"":77,""mean_score"":0.9823,""n_substitutions"":19},{""residue"":34,""mean_score"":0.9794,""n_substitutions"":19},{""residue"":36,""mean_score"":0.9759,""n_substitutions"":19},{""residue"":84,""mean_score"":0.9482,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.50666177565125,1881,0.4130781499202552,AlphaMissense,CXCL8,P10145,2026-05-26 11:25:37.824922+00:00
"[{""residue"":612,""mean_score"":1.0,""n_substitutions"":19},{""residue"":602,""mean_score"":1.0,""n_substitutions"":19},{""residue"":580,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":563,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":577,""mean_score"":0.9999,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5548993478260849,17480,0.46693363844393593,AlphaMissense,AR,P10275,2026-05-26 11:25:37.824922+00:00
"[{""residue"":125,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":112,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":128,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":136,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":115,""mean_score"":0.9997,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.63313995136355,11514,0.5895431648428001,AlphaMissense,ARAF,P10398,2026-05-26 11:25:37.824922+00:00
"[{""residue"":145,""mean_score"":0.9986,""n_substitutions"":19},{""residue"":195,""mean_score"":0.9969,""n_substitutions"":19},{""residue"":144,""mean_score"":0.9969,""n_substitutions"":19},{""residue"":138,""mean_score"":0.9969,""n_substitutions"":19},{""residue"":146,""mean_score"":0.9943,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5973681347720767,4541,0.5525214710416207,AlphaMissense,BCL2,P10415,2026-05-26 11:25:37.824922+00:00
"[{""residue"":704,""mean_score"":0.9957,""n_substitutions"":19},{""residue"":649,""mean_score"":0.9946,""n_substitutions"":19},{""residue"":587,""mean_score"":0.9946,""n_substitutions"":19},{""residue"":640,""mean_score"":0.9944,""n_substitutions"":19},{""residue"":639,""mean_score"":0.9938,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.450949583391195,14402,0.35953339813914736,AlphaMissense,MAPT,P10636,2026-05-26 11:25:37.824922+00:00
"[{""residue"":601,""mean_score"":1.0,""n_substitutions"":19},{""residue"":810,""mean_score"":1.0,""n_substitutions"":19},{""residue"":797,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":792,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":596,""mean_score"":0.9999,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5377589624676453,18544,0.4573986194995686,AlphaMissense,KIT,P10721,2026-05-26 11:25:37.824922+00:00
"[{""residue"":1826,""mean_score"":0.9982,""n_substitutions"":19},{""residue"":1817,""mean_score"":0.9957,""n_substitutions"":19},{""residue"":1773,""mean_score"":0.9955,""n_substitutions"":19},{""residue"":705,""mean_score"":0.9948,""n_substitutions"":19},{""residue"":1687,""mean_score"":0.994,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.4732981735949087,34713,0.3878950249186184,AlphaMissense,MAP2,P11137,2026-05-26 11:25:37.824922+00:00
"[{""residue"":641,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":623,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":277,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":531,""mean_score"":0.9995,""n_substitutions"":19},{""residue"":224,""mean_score"":0.9994,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6550657766679467,15618,0.6142271737738507,AlphaMissense,FGFR1,P11362,2026-05-26 11:25:37.824922+00:00
"[{""residue"":76,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":41,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":44,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":27,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":79,""mean_score"":0.9998,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6175852582275342,8113,0.5711820534943917,AlphaMissense,VDR,P11473,2026-05-26 11:25:37.824922+00:00
"[{""residue"":158,""mean_score"":0.9993,""n_substitutions"":19},{""residue"":140,""mean_score"":0.9992,""n_substitutions"":19},{""residue"":145,""mean_score"":0.9991,""n_substitutions"":19},{""residue"":196,""mean_score"":0.9984,""n_substitutions"":19},{""residue"":56,""mean_score"":0.9977,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.669461785652246,5757,0.6334896647559493,AlphaMissense,CDK4,P11802,2026-05-26 11:25:37.824922+00:00
"[{""residue"":526,""mean_score"":0.9932,""n_substitutions"":19},{""residue"":500,""mean_score"":0.9905,""n_substitutions"":19},{""residue"":429,""mean_score"":0.9877,""n_substitutions"":19},{""residue"":603,""mean_score"":0.9862,""n_substitutions"":19},{""residue"":684,""mean_score"":0.9857,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.44098297102306466,42275,0.3443406268480189,AlphaMissense,F5,P12259,2026-05-26 11:25:37.824922+00:00
"[{""residue"":377,""mean_score"":0.996,""n_substitutions"":19},{""residue"":975,""mean_score"":0.9957,""n_substitutions"":19},{""residue"":1016,""mean_score"":0.9951,""n_substitutions"":19},{""residue"":1143,""mean_score"":0.9949,""n_substitutions"":19},{""residue"":359,""mean_score"":0.9947,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5551696300475584,24814,0.49218183283630207,AlphaMissense,ACE,P12821,2026-05-26 11:25:37.824922+00:00
"[{""residue"":407,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":447,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":389,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":313,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":279,""mean_score"":0.9998,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.7376345640219852,10184,0.7154359780047133,AlphaMissense,SRC,P12931,2026-05-26 11:25:37.824922+00:00
"[{""residue"":979,""mean_score"":0.9886,""n_substitutions"":19},{""residue"":579,""mean_score"":0.9865,""n_substitutions"":19},{""residue"":99,""mean_score"":0.9862,""n_substitutions"":19},{""residue"":572,""mean_score"":0.9822,""n_substitutions"":19},{""residue"":984,""mean_score"":0.9794,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5474658641536244,28120,0.48933143669985774,AlphaMissense,CFTR,P13569,2026-05-26 11:25:37.824922+00:00
"[{""residue"":361,""mean_score"":0.9986,""n_substitutions"":19},{""residue"":345,""mean_score"":0.9979,""n_substitutions"":19},{""residue"":196,""mean_score"":0.9978,""n_substitutions"":19},{""residue"":355,""mean_score"":0.9969,""n_substitutions"":19},{""residue"":351,""mean_score"":0.9961,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6479166058972732,12616,0.6176284083703234,AlphaMissense,SLC12A1,P13866,2026-05-26 11:25:37.824922+00:00
"[{""residue"":80,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":423,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":114,""mean_score"":0.9991,""n_substitutions"":19},{""residue"":415,""mean_score"":0.999,""n_substitutions"":19},{""residue"":201,""mean_score"":0.999,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5901517048829719,8417,0.5345134846144707,AlphaMissense,DRD2,P14416,2026-05-26 11:25:37.824922+00:00
"[{""residue"":295,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":113,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":347,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":116,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":296,""mean_score"":0.9996,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.7652709287342618,10089,0.7500247794627812,AlphaMissense,PKM,P14618,2026-05-26 11:25:37.824922+00:00
"[{""residue"":174,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":314,""mean_score"":0.9995,""n_substitutions"":19},{""residue"":260,""mean_score"":0.9995,""n_substitutions"":19},{""residue"":99,""mean_score"":0.9994,""n_substitutions"":19},{""residue"":420,""mean_score"":0.9993,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.682424353647273,8664,0.643005540166205,AlphaMissense,GABRA1,P14867,2026-05-26 11:25:37.824922+00:00
"[{""residue"":261,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":248,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":466,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":251,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":594,""mean_score"":0.9999,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.7075296963034172,14554,0.6788511749347258,AlphaMissense,BRAF,P15056,2026-05-26 11:25:37.824922+00:00
"[{""residue"":44,""mean_score"":0.9954,""n_substitutions"":19},{""residue"":19,""mean_score"":0.9934,""n_substitutions"":19},{""residue"":78,""mean_score"":0.9921,""n_substitutions"":19},{""residue"":186,""mean_score"":0.988,""n_substitutions"":19},{""residue"":111,""mean_score"":0.9862,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6256576948700852,6004,0.5804463690872752,AlphaMissense,AKR1B1,P15121,2026-05-26 11:25:37.824922+00:00
"[{""residue"":529,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":532,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":40,""mean_score"":0.9995,""n_substitutions"":19},{""residue"":329,""mean_score"":0.9994,""n_substitutions"":19},{""residue"":201,""mean_score"":0.9992,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6681540890688297,16055,0.6320149486141389,AlphaMissense,VAV1,P15498,2026-05-26 11:25:37.824922+00:00
"[{""residue"":836,""mean_score"":1.0,""n_substitutions"":19},{""residue"":858,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":818,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":605,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":823,""mean_score"":0.9999,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5670927553042434,20691,0.4994442027934851,AlphaMissense,PDGFRA,P16234,2026-05-26 11:25:37.824922+00:00
"[{""residue"":304,""mean_score"":0.995,""n_substitutions"":19},{""residue"":256,""mean_score"":0.9947,""n_substitutions"":19},{""residue"":386,""mean_score"":0.9942,""n_substitutions"":19},{""residue"":152,""mean_score"":0.9938,""n_substitutions"":19},{""residue"":206,""mean_score"":0.9935,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.42675133361859774,14022,0.3199971473398944,AlphaMissense,PECAM1,P16284,2026-05-26 11:25:37.824922+00:00
"[{""residue"":129,""mean_score"":0.9913,""n_substitutions"":19},{""residue"":58,""mean_score"":0.9831,""n_substitutions"":19},{""residue"":85,""mean_score"":0.9769,""n_substitutions"":19},{""residue"":103,""mean_score"":0.9704,""n_substitutions"":19},{""residue"":204,""mean_score"":0.9585,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.475601557705924,4237,0.3915506254425301,AlphaMissense,CTLA4,P16410,2026-05-26 11:25:37.824922+00:00
"[{""residue"":138,""mean_score"":0.994,""n_substitutions"":19},{""residue"":111,""mean_score"":0.993,""n_substitutions"":19},{""residue"":40,""mean_score"":0.9928,""n_substitutions"":19},{""residue"":143,""mean_score"":0.986,""n_substitutions"":19},{""residue"":130,""mean_score"":0.9849,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.37862948231233895,11590,0.26816220880069025,AlphaMissense,SELE,P16581,2026-05-26 11:25:37.824922+00:00
"[{""residue"":185,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":167,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":201,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":53,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":172,""mean_score"":0.9995,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.7734143199880003,6669,0.7594841805368121,AlphaMissense,PRKACA,P17612,2026-05-26 11:25:37.824922+00:00
"[{""residue"":1040,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":1022,""mean_score"":0.9991,""n_substitutions"":19},{""residue"":1027,""mean_score"":0.9988,""n_substitutions"":19},{""residue"":878,""mean_score"":0.9986,""n_substitutions"":19},{""residue"":1042,""mean_score"":0.9981,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.45365348123672344,25422,0.35488946581700886,AlphaMissense,FLT1,P17948,2026-05-26 11:25:37.824922+00:00
"[{""residue"":369,""mean_score"":0.9186,""n_substitutions"":19},{""residue"":344,""mean_score"":0.8935,""n_substitutions"":19},{""residue"":94,""mean_score"":0.8934,""n_substitutions"":19},{""residue"":365,""mean_score"":0.893,""n_substitutions"":19},{""residue"":76,""mean_score"":0.8875,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.41005991108994355,12597,0.3059458601254267,AlphaMissense,ALOX12,P18054,2026-05-26 11:25:37.824922+00:00
"[{""residue"":241,""mean_score"":0.9863,""n_substitutions"":19},{""residue"":189,""mean_score"":0.9844,""n_substitutions"":19},{""residue"":333,""mean_score"":0.9809,""n_substitutions"":19},{""residue"":44,""mean_score"":0.9782,""n_substitutions"":19},{""residue"":369,""mean_score"":0.9771,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.3845968220551404,9975,0.25263157894736843,AlphaMissense,LAG3,P18627,2026-05-26 11:25:37.824922+00:00
"[{""residue"":132,""mean_score"":0.9938,""n_substitutions"":19},{""residue"":118,""mean_score"":0.9926,""n_substitutions"":19},{""residue"":65,""mean_score"":0.9924,""n_substitutions"":19},{""residue"":146,""mean_score"":0.9912,""n_substitutions"":19},{""residue"":91,""mean_score"":0.9908,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.40271676771793996,19627,0.28267182962245885,AlphaMissense,CR1,P20023,2026-05-26 11:25:37.824922+00:00
"[{""residue"":114,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":165,""mean_score"":0.9994,""n_substitutions"":19},{""residue"":141,""mean_score"":0.9993,""n_substitutions"":19},{""residue"":148,""mean_score"":0.9992,""n_substitutions"":19},{""residue"":221,""mean_score"":0.9992,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5380214272970552,11210,0.4728813559322034,AlphaMissense,CHRM3,P20309,2026-05-26 11:25:37.824922+00:00
"[{""residue"":115,""mean_score"":0.9965,""n_substitutions"":19},{""residue"":271,""mean_score"":0.9953,""n_substitutions"":19},{""residue"":244,""mean_score"":0.9916,""n_substitutions"":19},{""residue"":252,""mean_score"":0.991,""n_substitutions"":19},{""residue"":303,""mean_score"":0.9899,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6252087061403494,9120,0.5791666666666667,AlphaMissense,DDC,P20711,2026-05-26 11:25:37.824922+00:00
"[{""residue"":66,""mean_score"":0.99,""n_substitutions"":19},{""residue"":20,""mean_score"":0.9879,""n_substitutions"":19},{""residue"":22,""mean_score"":0.9879,""n_substitutions"":19},{""residue"":315,""mean_score"":0.9876,""n_substitutions"":19},{""residue"":447,""mean_score"":0.9862,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5505729651453084,10013,0.4923599320882852,AlphaMissense,MAOA,P21397,2026-05-26 11:25:37.824922+00:00
"[{""residue"":394,""mean_score"":0.9991,""n_substitutions"":19},{""residue"":163,""mean_score"":0.9986,""n_substitutions"":19},{""residue"":134,""mean_score"":0.9985,""n_substitutions"":19},{""residue"":213,""mean_score"":0.9984,""n_substitutions"":19},{""residue"":264,""mean_score"":0.9981,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5692543710972358,8968,0.5063559322033898,AlphaMissense,CNR1,P21554,2026-05-26 11:25:37.824922+00:00
"[{""residue"":779,""mean_score"":0.9993,""n_substitutions"":19},{""residue"":767,""mean_score"":0.999,""n_substitutions"":19},{""residue"":762,""mean_score"":0.9988,""n_substitutions"":19},{""residue"":404,""mean_score"":0.9987,""n_substitutions"":19},{""residue"":387,""mean_score"":0.9987,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5097851565622913,15010,0.4377748167888075,AlphaMissense,TNFAIP3,P21580,2026-05-26 11:25:37.824922+00:00
"[{""residue"":70,""mean_score"":0.9988,""n_substitutions"":19},{""residue"":328,""mean_score"":0.9987,""n_substitutions"":19},{""residue"":41,""mean_score"":0.9972,""n_substitutions"":19},{""residue"":128,""mean_score"":0.997,""n_substitutions"":19},{""residue"":103,""mean_score"":0.9964,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5434163559121995,8474,0.48477696483360866,AlphaMissense,DRD1,P21728,2026-05-26 11:25:37.824922+00:00
