source_doc_id,source_doc_type,subject_id,subject_type,relation_type,object_id,object_type,confidence,evidence_text,correct,rationale,review_flag
41309265,paper,CHEMBL3137343,compound,inhibits,RET,target,0.43777427077293396,"Actionable mutations in pancreatic cancer: where targeted therapies are making a difference.. Pancreatic ductal adenocarcinoma (PDAC) remains one of the deadliest solid tumours, with 5-year survival consistently below 10% and only modest gains from conventional chemotherapy after first-line failure. Although oncogenic KRAS mutations dominate the genomic landscape, recent large-scale sequencing has revealed a series of less frequent but therapeutically actionable alterations. This review synthesi",Yes,,
39481798,paper,EGFR,target,inhibits,CHEMBL4650319,compound,0.31041187047958374,"Mobocertinib antagonizes multidrug resistance in ABCB1- and ABCG2-overexpressing cancer cells: In vitro and in vivo studies.. Overexpression of ATP-binding cassette (ABC) transporters, particularly ABCB1 and ABCG2, strongly correlates with multidrug resistance (MDR), rendering cancer chemotherapy ineffective. Exploration and identification of novel inhibitors targeting ABCB1 and ABCG2 are necessary to overcome the related MDR. Mobocertinib is an approved EGFR/HER2 inhibitor for non-small cell lu",Partial,direction reversed: object compound is a genuine inhibitor of subject target,
36301939,paper,CHEMBL1294,compound,inhibits,AKR1B1,target,0.5085726380348206,"In-silico Investigations of quinine and quinidine as potential Inhibitors of AKR1B1 and AKR1B10: Functional and structural characterization.. The aberrant expression of aldo keto reductases (AKR1B1 & AKR1B10) has been extensively studied in different types of cancer especially the colon cancer but a very few studies have yet been reported regarding the discovery of inhibitors for the treatment of colon cancer by targeting these isozymes. Therefore, there is a need of selective inhibitors of both",Yes,,
34661367,paper,ALK,target,inhibits,CHEMBL3286830,compound,0.43139195442199707,"Phase-separated foci of EML4-ALK facilitate signalling and depend upon an active kinase conformation.. Variants of the oncogenic EML4-ALK fusion protein contain a similar region of ALK encompassing the kinase domain, but different portions of EML4. Here, we show that EML4-ALK V1 and V3 proteins form cytoplasmic foci that contain components of the MAPK, PLCγ and PI3K signalling pathways. The ALK inhibitors ceritinib and lorlatinib dissolve these foci and EML4-ALK V3 but not V1 protein re-localise",Partial,direction reversed: object compound is a genuine inhibitor of subject target,
41522626,paper,TIGIT,target,inhibits,KRAS,target,0.4871141314506531,An overview of recent advancements in targeted cancer therapies and their potential clinical impact.. Recent advances in medicine and drug development have significantly changed how cancer is treated. The success of inhibitors like sotorasib and adagrasib has expanded options for targeting once 'undruggable' oncogenic drivers such as KRAS. The emergence of RET and NTRK inhibitors shows the increasing importance of targeted therapies. Recent developments in immunotherapy include new immune checkp,No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
39941857,paper,KRAS,target,inhibits,CHEMBL5416410,compound,0.5293941497802734,"Synergistic Inhibition of Drug Resistant KRAS Mutant Non-Small Cell Lung Cancer by Co-Targeting AXL and SRC.. BACKGROUND/OBJECTIVES: KRAS-mutated NSCLC has been targeted using monoclonal antibody (mAb) or tyrosine kinase inhibitor (TKI) therapies. However, in time, these mutations appear to develop resistance against the targeted antibodies and TKI treatments. One possible explanation is the activation of pro apoptotic pathways through the AXL-SRC-Akt axis. In this study, we identify AXL as the ",No,t>c: wrong target (promiscuous ID) / disease-abbrev subject / wrong polarity / unreliable ID,
37706279,paper,KIT,target,inhibits,CHEMBL4216467,compound,0.44673454761505127,"Ripretinib for the treatment of advanced, imatinib-resistant gastrointestinal stromal tumors.. Discovery of constitutive activation of KIT/PDGFRA tyrosine kinases in gastrointestinal stromal tumors (GISTs) leads to the development of the targeted drug imatinib. However, the inevitable development of imatinib resistance remains a major issue. Ripretinib is a novel targeted drug that inhibits the activities of a broad spectrum of drug-resistant KIT/PDGFRA mutants. It was approved in 2020 and is cu",Partial,direction reversed: object compound is a genuine inhibitor of subject target,
35458698,paper,CHEMBL269538,compound,inhibits,F2,target,0.3498297929763794,"Components of Banisteriopsis caapi, a Plant Used in the Preparation of the Psychoactive Ayahuasca, Induce Anti-Inflammatory Effects in Microglial Cells.. Banisteriopsis caapi is used to prepare the psychoactive beverage ayahuasca, and both have therapeutic potential for the treatment of many central nervous system (CNS) conditions. This study aimed to isolate new bioactive compounds from B. caapi extract and evaluate their biological activity, and that of the known β-carboline components of the ",No,c>t: co-mention / network-pharmacology / wrong polarity / compound real target differs,
40004189,paper,PTGS2,target,inhibits,DRD2,target,0.5160581469535828,"Exploring the Effects and Mechanisms of Valerian Volatile Oil in Treating Insomnia Using Network Pharmacology, Molecular Docking, and Molecular Dynamics Simulation-Based Approaches.. Valerian possesses a multitude of pharmacological effects, including sedative and hypnotic properties, antihypertensive effects, antibacterial activity, and liver protection. Insomnia, one of the most prevalent disorders in contemporary society, significantly impacts people's daily lives. This study aims to explore ",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
38914471,paper,CHEMBL219916,compound,inhibits,DRD2,target,0.5483459234237671,"Domperidone, a Dopamine Receptor D2 Antagonist, Induces Apoptosis by Inhibiting the ERK/STAT3-Mediated Pathway in Human Colon Cancer HCT116 Cells.. Colorectal cancer (CRC) continues to demonstrate high incidence and mortality rates, emphasizing that implementing strategic measures for prevention and treatment is crucial. Recently, the dopamine receptor D2 (DRD2), a G protein-coupled receptor, has been reported to play multiple roles in growth of tumor cells. This study investigated the anticance",Yes,,
37469839,paper,JUN,target,inhibits,IL6,target,0.308230459690094,"Identification of key genes and therapeutic drugs for cocaine addiction using integrated bioinformatics analysis.. INTRODUCTION: Cocaine is a highly addictive drug that is abused due to its excitatory effect on the central nervous system. It is critical to reveal the mechanisms of cocaine addiction and identify key genes that play an important role in addiction. METHODS: In this study, we proposed a centrality algorithm integration strategy to identify key genes in a protein-protein interaction ",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
34298692,paper,SHBG,target,inhibits,CHEMBL386630,compound,0.3383110463619232,"Differential but Concerted Expression of HSD17B2, HSD17B3, SHBG and SRD5A1 Testosterone Tetrad Modulate Therapy Response and Susceptibility to Disease Relapse in Patients with Prostate Cancer.. Background: Testosterone plays a critical role in prostate development and pathology. However, the impact of the molecular interplay between testosterone-associated genes on therapy response and susceptibility to disease relapse in PCa patients remains underexplored. Objective: This study investigated the",No,t>c: wrong target (promiscuous ID) / disease-abbrev subject / wrong polarity / unreliable ID,
41484653,paper,HER3,target,inhibits,CHEMBL5095273,compound,0.3590460419654846,"Antibody-drug conjugates in gastric cancer: clinical advances and resistance mechanisms.. Gastric cancer remains a major clinical challenge owing to its insidious onset and marked heterogeneity, which contribute to poor prognosis and limit the effectiveness of chemotherapy‑based systemic therapy. Antibody‑drug conjugates (ADCs) deliver potent cytotoxins to tumor cells with antigen specificity and have emerged as a therapeutic class that can enhance efficacy while reducing off‑target toxicity. Re",No,t>c: wrong target (promiscuous ID) / disease-abbrev subject / wrong polarity / unreliable ID,
41456439,paper,CHEMBL5095273,compound,inhibits,FGFR3,target,0.3049214482307434,"Targeted therapies for urothelial carcinoma: From FGFR inhibitors to next‑generation antibody-drug conjugates (Review).. Treatment of urothelial carcinoma (UC), particularly in metastatic or cisplatin‑ineligible patients, remains challenging because of limited durable responses to conventional chemotherapy and immune checkpoint inhibitors. Recent advances in targeted therapies, including FGFR inhibitors (for example, erdafitinib) and antibody‑drug conjugates (ADCs) targeting Nectin‑4 (enfortumab",Yes,,
38904222,paper,SOS1,target,inhibits,KRAS,target,0.5452144742012024,The SOS1 Inhibitor MRTX0902 Blocks KRAS Activation and Demonstrates Antitumor Activity in Cancers Dependent on KRAS Nucleotide Loading.. KRAS is the most frequently mutated oncogene in human cancer and facilitates uncontrolled growth through hyperactivation of the receptor tyrosine kinase (RTK)/mitogen-activated protein kinase (MAPK) pathway. The Son of Sevenless homolog 1 (SOS1) protein functions as a guanine nucleotide exchange factor (GEF) for the RAS subfamily of small GTPases and represents,No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
40246162,paper,CHEMBL3188267,compound,inhibits,MET,target,0.4575502872467041,"Topical application of Cap-loaded hydrogels inhibits corneal neovascularization.. Corneal neovascularization (CNV) is a significant risk factor for visual impairment. The efficiency and side effects of current CNV treatments, such as steroids and antivascular endothelial growth factor agents, are still debated. In addition, the bioavailability of topical drugs is usually hindered by tears, blinking, and the corneal anatomy. Therefore, finding a new therapeutic strategy is important. This study a",No,c>t: co-mention / network-pharmacology / wrong polarity / compound real target differs,
37234717,paper,CDK6,target,inhibits,CDK4,target,0.3684999942779541,"Identification of abemaciclib derivatives targeting cyclin-dependent kinase 4 and 6 using molecular dynamics, binding free energy calculation, synthesis, and pharmacological evaluation.. CDK4/6 plays a crucial role in various cancers and is an effective anticancer drug target. However, the gap between clinical requirements and approved CDK4/6 drugs is unresolved. Thus, there is an urgent need to develop selective and oral CDK4/6 inhibitors, particularly for monotherapy. Here, we studied the inte",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
38741708,paper,ALK,target,inhibits,CHEMBL3286830,compound,0.41881099343299866,"ALK inhibitors suppress HCC and synergize with anti-PD-1 therapy and ABT-263 in preclinical models.. Hepatocellular carcinoma (HCC) currently lacks effective therapies, leaving a critical need for new treatment options. A previous study identified the anaplastic lymphoma kinase (ALK) amplification in HCC patients, raising the question of whether ALK inhibitors could be a viable treatment. Here, we showed that both ALK inhibitors and ALK knockout effectively halted HCC growth in cell cultures. Lo",Partial,direction reversed: object compound is a genuine inhibitor of subject target,
37643879,paper,ALK,target,inhibits,CHEMBL4113131,compound,0.3065668046474457,"Prediction of Drug-Drug Interactions with Ensartinib as a Time-Dependent CYP3A Inhibitor Using Physiologically Based Pharmacokinetic Model.. Ensartinib (X-396) is a second-generation anaplastic lymphoma kinase (ALK) tyrosine kinase inhibitor (TKI) indicated for the treatment of ALK-positive patients with locally advanced or metastatic non-small cell lung cancer. Although in vitro experiments and molecular docking suggested its potential as a cytochrome P450 inhibitor, no further investigation or",Partial,direction reversed: object compound is a genuine inhibitor of subject target,
38403634,paper,CHEMBL491473,compound,inhibits,HER2,target,0.39010822772979736,"Combined inhibition of HER2 and VEGFR synergistically improves therapeutic efficacy via PI3K-AKT pathway in advanced ovarian cancer.. BACKGROUND: Ovarian cancer (OC) is a prevalent malignancy in the female reproductive system, and developing effective targeted therapies for this disease remains challenging. The aim of this study was to use clinically-relevant OC models to evaluate the therapeutic effectiveness of RC48, an antibody-drug conjugate (ADC) targeting HER2, either alone or in combinati",Yes,,
41266801,paper,TP53,target,inhibits,CHEMBL601719,compound,0.33636540174484253,"Genomic characterization of host gene alterations in Theileria annulata-transformed leukocytes.. Theileria annulata-infected host leukocytes exhibit cancer-like phenotypes, driven by mechanisms that remain incompletely understood. This study explores the genomic alterations underlying these transformations using whole-genome sequencing and bioinformatic analyses of six clinically relevant T. annulata-infected cell lines. Here we identify 7867 exon-linked somatic mutations shared across all cell ",No,t>c: wrong target (promiscuous ID) / disease-abbrev subject / wrong polarity / unreliable ID,
38033642,paper,PIK3CA,target,inhibits,CHEMBL2396661,compound,0.3187347650527954,"Anticancer effects of alpelisib on PIK3CA-mutated canine mammary tumor cell lines.. Canine mammary tumors (CMTs) are commonly observed in old and unspayed female dogs. Recently, dogs have been increasingly spaying at a young age to prevent mammary tumors. These CMTs require extensive local excision and exhibit a high probability of metastasis to the regional lymph nodes and lungs during malignancy. However, the molecular and biological mechanisms underlying CMT development have not been fully el",Partial,direction reversed: object compound is a genuine inhibitor of subject target,
41748291,paper,CHEMBL1201585,compound,inhibits,CLDN18,target,0.3379487991333008,"Efficacy of CLDN18.2-Targeted Radiotheranostics in Patient-Derived Models of Gastric Cancer.. Gastric cancer remains a major global health challenge with few durable treatments, and claudin-18.2 (CLDN18.2) has emerged as an attractive therapeutic target, highlighted by the modest activity of zolbetuximab in clinical trials. To further leverage CLDN18.2 as a therapeutic target, we developed a radiotheranostic strategy using [89Zr]Zr-zolbetuximab and [177Lu]Lu-zolbetuximab for molecular imaging an",No,c>t: co-mention / network-pharmacology / wrong polarity / compound real target differs,
32313144,paper,EGFR,target,inhibits,FGFR4,target,0.31959056854248047,"miR-486-3p mediates hepatocellular carcinoma sorafenib resistance by targeting FGFR4 and EGFR.. HCC is a common malignancy worldwide and surgery or reginal treatments are deemed insufficient for advanced-stage disease. Sorafenib is an inhibitor of many kinases and was shown to benefit advanced HCC patients. However, resistance emerges soon after initial treatment, limiting the clinical benefit of sorafenib, and the mechanisms still remain elusive. Thus, this study aims to investigate the mechani",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
40764324,paper,CDK4,target,inhibits,CHEMBL189963,compound,0.3574948310852051,"Investigation of ribociclib, abemaciclib and palbociclib resistance in ER+ breast cancer cells reveal potential therapeutic opportunities`.. The cyclin-dependent kinase 4/6 inhibitor (CDK4/6i) ribociclib, abemaciclib, and palbociclib have transformed outcomes in patients with ER+ /HER2 - advanced breast cancer (BC). However, most patients eventually progress, and therapeutic options beyond CDK4/6i are an area of ongoing investigation. Here, we generated and evaluated ribociclib, abemaciclib, and",Partial,direction reversed: object compound is a genuine inhibitor of subject target,
38822120,paper,PTGS2,target,inhibits,CHEMBL45,compound,0.4304482042789459,"Network pharmacological analysis and experimental study of melatonin in chronic prostatitis/chronic pelvic pain syndrome.. This study is aimed at exploring the potential mechanisms of melatonin (MT) in treating chronic prostatitis/chronic pelvic pain syndrome (CP/CPPS) using network pharmacology and experimental study. The target genes of MT were acquired from the Swiss Target Prediction, SuperPred, SEA, and PharmMapper databases, and the CP/CPPS targets were collected based on OMIM, DisGeNET, a",No,t>c: wrong target (promiscuous ID) / disease-abbrev subject / wrong polarity / unreliable ID,
38517943,paper,ADRB1,target,inhibits,MAOA,target,0.5251809358596802,"Integrating metabolomics and network pharmacology to assess the effects of Mahuang Xixin Fuzi decoction on migraine rats induced by nitroglycerin.. OBJECTIVES: This study was designed to investigate the pharmacological activity and therapeutic mechanism of Mahuang Xixin Fuzi decoction (MXFD) on migraine. METHODS: Migraine model rats induced by nitroglycerin were established, and then orally administered with MXFD for 7 days. Blood and urine samples were collected to identify differential metabol",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
WO2026020038A1,patent,CDK4,target,inhibits,CHEMBL91829,compound,0.3829836845397949,"N-DESMETHYL RUBOXISTAURIN AS A CDK4/6 INHIBITOR FOR THERAPEUTIC USE IN CANCER. Aspects of this invention are related to the use of N-desmethyl ruboxistaurin and pharmaceutically acceptable formulations thereof to modulate CDK4/6 signaling. The invention encompasses methods for administering N-desmethyl ruboxistaurin to subjects in need, particularly those with a history of cancer or currently experiencing breast cancer, liposarcoma, lung cancer, glioblastoma, melanoma, pancreatic cancer, prostat",Partial,direction reversed: object compound is a genuine inhibitor of subject target,
40627551,paper,CHEMBL56337,compound,inhibits,AR,target,0.663880467414856,"Targeted Inhibition of Aldose Reductase by Isoliquiritigenin Suppresses Fatty Acid Synthesis to Inhibit Macrophage M2 Polarization and Alleviate Pulmonary Fibrosis.. Isoliquiritigenin (ISL), a flavonoid derived from licorice root, has received widespread attention due to its multifaceted therapeutic effects. This study demonstrates that ISL mitigates bleomycin-induced pulmonary fibrosis and macrophage M2 polarization. Using a combination of transcriptomic analyses, we found that ISL downregulate",Yes,"aldose-reductase inhibitor -> AR; AR=aldose reductase here, not androgen receptor",REVIEW
35582449,paper,RET,target,inhibits,CHEMBL4559134,compound,0.35302823781967163,"RET kinase alterations in targeted cancer therapy.. The rearranged during transfection (RET) gene encodes a protein tyrosine kinase. RET alterations by point mutations and gene fusions were found in diverse cancers. RET fusions allow abnormal expression and activation of the oncogenic kinase, whereas only a few of RET point mutations found in human cancers are known oncogenic drivers. Earlier studies of RET-targeted therapy utilized multi-targeted protein tyrosine kinase inhibitors (TKIs) with R",Partial,direction reversed: object compound is a genuine inhibitor of subject target,
36544540,paper,EGFR,target,inhibits,CHEMBL3353410,compound,0.32627466320991516,"Combatting acquired resistance to osimertinib in EGFR-mutant lung cancer.. The discovery of activating mutations in epidermal growth factor receptor (EGFR) in non-small-cell lung cancer transformed the care and prognosis of patients and heralded the era of 'personalized medicine' in thoracic oncology. Osimertinib, a third-generation EGFR inhibitor, has been established as the preferred EGFR inhibitor for newly diagnosed patients which urged the need to develop treatment options for patients prog",Partial,direction reversed: object compound is a genuine inhibitor of subject target,
WO-2023240024-A1,patent,CDK2,target,inhibits,CHEMBL355001,compound,0.6008578538894653,Sulfamide derivatives as cyclin-dependent kinase 2 inhibitors. The present disclosure provides certain sulfamide derivatives that are cydin-dependent kinase 2 (CDK2) inhibitors of Formula (I) for the treatment of diseases treatable by inhibition of CDK2. Also provided are pharmaceutical compositions containing such compounds and processes for preparing such compounds.,Partial,direction reversed: object compound is a genuine inhibitor of subject target,
38306015,paper,AR,target,inhibits,CHEMBL2109406,compound,0.4878561198711395,"ERBB3 Overexpression is Enriched in Diverse Patient Populations with Castration-sensitive Prostate Cancer and is Associated with a Unique AR Activity Signature.. PURPOSE: Despite successful clinical management of castration-sensitive prostate cancer (CSPC), the 5-year survival rate for men with castration-resistant prostate cancer is only 32%. Combination treatment strategies to prevent disease recurrence are increasing, albeit in biomarker-unselected patients. Identifying a biomarker in CSPC to",No,t>c: wrong target (promiscuous ID) / disease-abbrev subject / wrong polarity / unreliable ID,
40480341,paper,APP,target,inhibits,BACE1,target,0.37122195959091187,"Soluble VCAM-1 May Serve as a Pharmacodynamic CSF Marker to Monitor BACE2 Activity in Non-Human Primates.. The β-secretase β-site APP cleaving enzyme 1 (BACE1) is a major drug target for Alzheimer's disease (AD). Clinically tested BACE1 inhibitors induced unexpected cognitive side effects that may stem from their cross-inhibition of the homologous protease BACE2. Yet, little is known about BACE2 functions and substrates in vivo, and no biomarker is available to monitor the extent of BACE2 inhibi",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
33948116,paper,KIT,target,inhibits,CHEMBL4216467,compound,0.6488662958145142,"Ripretinib for the treatment of advanced gastrointestinal stromal tumor.. UNLABELLED: Gastrointestinal stromal tumors (GISTs) are rare tumors of the gastrointestinal (GI) tract yet represent the most common GI sarcomas. Most GISTs are driven by activating mutations of the KIT and/or PDGFRA genes. Prior to the development of tyrosine kinase inhibitors (TKIs), GISTs were associated with a poor prognosis because conventional cytotoxic chemotherapy was relatively ineffective. However, TKIs that inhi",Partial,direction reversed: object compound is a genuine inhibitor of subject target,
39473682,paper,FLT3,target,inhibits,CHEMBL3301622,compound,0.5627149343490601,Gilteritinib-Induced Hypopituitarism: A Case Report.. Gilteritinib is a tyrosine kinase inhibitor (TKI) that treats acute myeloid leukemia (AML) by inhibiting FMS-like tyrosine kinase 3 (FLT3). This is a report on hypopituitarism induced by gilteritinib and its resolution following withdrawal. A 54-year-old woman was treated with gilteritinib for AML. She subsequently developed general fatigue. Blood tests showed low levels of anterior pituitary hormone. After 10 months of gilteritinib withdrawa,Partial,direction reversed: object compound is a genuine inhibitor of subject target,
37456235,paper,CHEMBL217092,compound,inhibits,AR,target,0.4764254093170166,"Saracatinib synergizes with enzalutamide to downregulate AR activity in CRPC.. Prostate cancer (PCa) remains the most diagnosed non-skin cancer amongst the American male population. Treatment for localized prostate cancer consists of androgen deprivation therapies (ADTs), which typically inhibit androgen production and the androgen receptor (AR). Though initially effective, a subset of patients will develop resistance to ADTs and the tumors will transition to castration-resistant prostate cancer",Yes,saracatinib+enzalutamide downregulate AR (androgen receptor),REVIEW
41241260,paper,ROCK2,target,inhibits,CHEMBL2005186,compound,0.57999587059021,"Belumosudil for Chronic Graft-Versus-Host Disease: A Systematic Review and Meta-Analysis.. BACKGROUND: Chronic graft-versus-host disease (cGvHD) is a debilitating complication following allogeneic hematopoietic stem cell transplantation, often refractory to standard therapies. Belumosudil, a selective ROCK2 inhibitor with immunomodulatory and antifibrotic properties, has emerged as a targeted treatment option, gaining FDA approval for third-line therapy in 2021. However, its clinical efficacy an",Partial,direction reversed: object compound is a genuine inhibitor of subject target,
36575215,paper,BRD4,target,inhibits,AURKB,target,0.3574695587158203,"The landscape of therapeutic vulnerabilities in EGFR inhibitor osimertinib drug tolerant persister cells.. Third-generation EGFR tyrosine kinase inhibitors (EGFR-TKIs), including osimertinib, an irreversible EGFR-TKI, are important treatments for non-small cell lung cancer with EGFR-TKI sensitizing or EGFR T790M resistance mutations. While patients treated with osimertinib show clinical benefit, disease progression and drug resistance are common. Emergence of de novo acquired resistance from a d",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
35070538,paper,CHEMBL3187723,compound,inhibits,CHEMBL3301612,compound,0.3157588541507721,"Rapidly Changing Serous Detachment During BRAF and MEK Inhibitor Therapy.. We report a case of rapidly changing serous retinal detachment (SRD) during melanoma therapy with a combination of encorafenib, a serine/threonine-protein kinase B-Raf (BRAF) inhibitor, and binimetinib, a mitogen-activated protein kinase (MEK) inhibitor. A 50-year-old woman with metastatic melanoma presented with a sudden visual blur. She had been treated with encorafenib (450 mg every morning) and binimetinib (45 mg ever",No,"compound->compound: drug combination / co-mention, not a real inhibition relation",
36724959,paper,CHEMBL24778,compound,inhibits,CHEMBL2,compound,0.3905014991760254,"Phenylephrine-Induced Contraction in Guinea Pig Thoracic Aorta Is Triggered by Stimulation of α1L-Adrenoceptors Functionally Coupled with Store-Operated Ca2+ Channels and Voltage-Dependent Ca2+ Channels.. We examined whether the α1L-adrenoceptor (AR), which shows low affinity (pA2 < 9) for prazosin (an α1-AR antagonist) and high affinity (pA2 ≈ 10) for tamsulosin/silodosin (α1A-AR antagonists), is involved in phenylephrine-induced contractions in the guinea pig (GP) thoracic aorta (TA). Intracel",No,"compound->compound: drug combination / co-mention, not a real inhibition relation",
32203698,paper,FGFR2,target,inhibits,CHEMBL4297522,compound,0.32150623202323914,"Pemigatinib for previously treated, locally advanced or metastatic cholangiocarcinoma: a multicentre, open-label, phase 2 study.. BACKGROUND: Fibroblast growth factor receptor (FGFR) 2 gene alterations are involved in the pathogenesis of cholangiocarcinoma. Pemigatinib is a selective, potent, oral inhibitor of FGFR1, 2, and 3. This study evaluated the safety and antitumour activity of pemigatinib in patients with previously treated, locally advanced or metastatic cholangiocarcinoma with and with",Partial,direction reversed: object compound is a genuine inhibitor of subject target,
38961854,paper,CHEMBL3545110,compound,inhibits,CDK4,target,0.4158279299736023,"CDK4/6 inhibitor-induced liver injury: Clinical phenotypes and role of corticosteroid treatment.. BACKGROUND & AIMS: Cyclin-dependent kinase 4/6 (CDK4/6) inhibitors are the cornerstone of systemic therapy for patients with hormone receptor-positive, HER2-negative (HR+/HER2-) metastatic breast cancer. In the various therapeutic studies with CDK4/6 inhibitors, elevations in liver tests were more frequent than in the control groups. The mechanism of CDK4/6 inhibitor-induced liver toxicity is not we",Yes,,
US2021179602A1,patent,KIT,target,inhibits,LCK,target,0.5543349385261536,"A 5-THIAZOLECARBOXAMIDE KINASE INHIBITOR AND USES THEREOF. The invention relates to a kinase inhibitor, in particular an inhibitor of protein kinases including the protein-tyrosine kinases LCK, ABL, SRC, KIT, SIK-family and/or their mutants. Although structurally similar to dasatinib, the kinase inhibitor of the invention displays, eg functional and ADMET properties distinct to dasatinib. Also, the invention relates to pharmaceutical compositions that comprise the kinase inhibitor, including tho",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
32955829,paper,IDH2,target,inhibits,IDH1,target,0.3584249019622803,"Enasidenib and ivosidenib in AML.. The isocitrate dehydrogenases enzymes, IDH1 and IDH2, catalyze the conversion of isocitrate to α-ketoglutarate (αKG) in the cell cytoplasm and mitochondria, respectively, and contribute to generating the dihydronicotinamide-adenine dinucleotide phosphate (NADPH) as reductive potential in different cellular processes. Mutations in IDH1 and IDH2 genes are found collectively in about 20-25% of acute myeloid leukemia (AML) patients. Mutant IDH enzymes have neomorph",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
33546181,paper,CHEMBL294199,compound,inhibits,TRPV1,target,0.3190121054649353,"Injectable Capsaicin for the Management of Pain Due to Osteoarthritis.. Capsaicin is a potent agonist of the TRPV1 channel, a transduction channel that is highly expressed in nociceptive fibers (pain fibers) throughout the peripheral nervous system. Given the importance of TRPV1 as one of several transduction channels in nociceptive fibers, much research has been focused on the potential therapeutic benefits of using TRPV1 antagonists for the management of pain. However, an antagonist has two li",No,c>t: co-mention / network-pharmacology / wrong polarity / compound real target differs,
EP-4635572-A2,patent,CHEMBL1201585,compound,inhibits,HER2,target,0.32344573736190796,"Uses for and article of manufacture including her2 dimerization inhibitor pertuzumab. The present application describes uses for and articles of manufacture including Pertuzumab, a first-in-class HER2 dimerization inhibitor. In particular, the application describes methods for extending progression free survival in a HER2-positive breast cancer patient population; combining two HER2 antibodies to treat HER2-positive cancer without increasing cardiac toxicity; treating early-stage HER2-positive b",Yes,pertuzumab -> HER2,
WO-2025085360-A1,patent,CHEMBL2103840,compound,inhibits,CHEMBL3545110,compound,0.5821436047554016,"Heteroarotinoids and/or cdk4/6 inhibitors for treating human papillomavirus (hpv)-induced dysplasias, warts, and cancer in hpv-infected subjects. Compositions, drug combinations, and methods are disclosed for treating an HPV-infected subject to inhibit or reduce HPV-induced warts, dysplasias (e.g., precancerous lesions), and cancers in the HPV-infected subject. A heteroarotinoid (Het) compound, a cyclin-dependent kinase 4 and 6 (CDK4/6) inhibitor, or a combination of both, may be used. Non-limit",No,"compound->compound: drug combination / co-mention, not a real inhibition relation",
38413217,paper,CLDN18,target,inhibits,HER2,target,0.47049856185913086,"Advances in targeted therapy for gastric cancer based on tumor driver genes.. As the understanding of the pathogenic mechanisms of gastric cancer deepens and the identification of gastric cancer driver genes advances, drugs targeting gastric cancer driver genes have been applied in clinical practice. Among them, trastuzumab, as the first targeted drug for gastric cancer, effectively inhibits the proliferation and metastasis of tumor cells by targeting overexpressed human epidermal growth factor ",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
36386232,paper,GABRA1,target,inhibits,CHEMBL150,compound,0.47443637251853943,"Anxiolytic effect of YangshenDingzhi granules: Integrated network pharmacology and hippocampal metabolomics.. Anxiety disorder is one of the most common mental diseases. It is mainly characterized by a sudden, recurring but indescribable panic, fear, tension and/or anxiety. Yangshendingzhi granules (YSDZ) are widely used in the treatment of anxiety disorders, but its active ingredients and underlying mechanisms are not yet clear. This study integrates network pharmacology and metabolomics to inv",No,"network-pharmacology predicted target (TCM granule), not a real inhibition",
40971057,paper,CHEMBL3590106,compound,inhibits,CHEMBL3301622,compound,0.3703541159629822,"Synergy Between second-generation FLT3 inhibitors and the ERK1/2 inhibitor Ulixertinib in FLT3-ITD-mutated acute myeloid leukemia (AML) cells.. The FLT3 internal tandem duplication (FLT3-ITD) mutation is a critical molecular marker in acute myeloid leukemia (AML) and is closely associated with adverse patient prognosis. Although FLT3 inhibitors have been clinically applied, their therapeutic efficacy is constrained by reduced drug responsiveness and disease relapse. This study aims to investigat",No,"compound->compound: drug combination / co-mention, not a real inhibition relation",
32592909,paper,FLT3,target,inhibits,CHEMBL1873475,compound,0.33397209644317627,"ATR-CHK1 pathway as a therapeutic target for acute and chronic leukemias.. Progress in cancer therapy changed the outcome of many patients and moved therapy from chemotherapy agents to targeted drugs. Targeted drugs already changed the clinical practice in treatment of leukemias, such as imatinib (BCR/ABL inhibitor) in chronic myeloid leukemia (CML) and acute lymphoblastic leukemia (ALL), ibrutinib (Bruton's tyrosine kinase inhibitor) in chronic lymphocytic leukemia (CLL), venetoclax (BCL2 inhib",No,t>c: wrong target (promiscuous ID) / disease-abbrev subject / wrong polarity / unreliable ID,
