org_id,patent_id
BALIGAR VISHWESHWARAIAH [IN],IL324670A
SESHADRI BALAJI [IN],IL324670A
DHAR T G MURALI [US],IL324670A
SUN LI QIANG [US],IL324670A
ZHENG ZHIZHEN BARBARA [US],IL324670A
PANDA MANORANJAN [IN],IL324670A
PALKOWITZ MAXIMILIAN DAVID [US],IL324670A
LAKKARAJU SIRISH KAUSHIK [US],IL324670A
BANERJEE MOLOY [IN],IL324670A
"BRISTOL-MYERS SQUIBB COMPANY,",IL324670A
"FINK Brian Edward,",IL324670A
"SHIRUDE Pravin S,",IL324670A
"CHATTOPADHYAY Amit Kumar,",IL324670A
"NANDA Laxmi Narayan,",IL324670A
"BALIGAR Vishweshwaraiah,",IL324670A
"SESHADRI Balaji,",IL324670A
"DHAR T.G. Murali,",IL324670A
"SUN Li-Qiang,",IL324670A
"ZHENG Zhizhen Barbara,",IL324670A
"PANDA Manoranjan,",IL324670A
"PALKOWITZ Maximilian David,",IL324670A
"LAKKARAJU Sirish Kaushik,",IL324670A
BANERJEE Moloy,IL324670A
JAZZ PHARMACEUTICALS IRELAND LTD [IE],IL324622A
JACKSON PAULA,IL324622A
AYLOTT HELEN ELIZABETH,IL324622A
JONES CLIFFORD D,IL324622A
BHAMRA INDER,IL324622A
RYAN JAMES,IL324622A
LENG DANIEL J,IL324622A
HO KELVIN,IL324622A
"JAZZ PHARMACEUTICALS IRELAND LTD,",IL324622A
"JACKSON Paula,",IL324622A
"AYLOTT Helen Elizabeth,",IL324622A
"JONES Clifford D,",IL324622A
"BHAMRA Inder,",IL324622A
"RYAN James,",IL324622A
"LENG Daniel J,",IL324622A
HO Kelvin,IL324622A
BLOSSOMHILL THERAPEUTICS INC [US],IL324394A
BLOSSOMHILL THERAPEUTICS INC,IL324394A
GENECRAFT INC [KR],MX2025011407A
GENECRAFT INC,MX2025011407A
SICHUAN KELUN BIOTECH BIOPHARMACEUTICAL CO LTD [CN],WO2026007740A1
四川科伦博泰生物医药股份有限公司,WO2026007740A1
GILEAD SCIENCES INC [US],AU2024306338A1
"GILEAD SCIENCES, INC",AU2024306338A1
KURA ONCOLOGY INC [US],AU2024280704A1
"KURA ONCOLOGY, INC",AU2024280704A1
GENENTECH INC [US],TW202540122A
"GENENTECH, INC",TW202540122A
SHANGHAI QILU PHARMACEUTICAL RES AND DEVELOPMENT CENTRE LTD [CN],TW202539672A
SHANGHAI QILU PHARMACEUTICAL RESEARCH AND DEVELOPMENT CENTRE LTD,TW202539672A
INCYTE CORP,CN121270549A
因赛特公司,CN121270549A
INCYTE CORP,CN121270550A
因赛特公司,CN121270550A
SHANGHAI QINGRUN PHARMACEUTICAL TECH CO LTD [CN],WO2026002172A1
上海青润医药科技有限公司,WO2026002172A1
SUNSHINE LAKE PHARMA CO LTD [CN],WO2026001964A1
广东东阳光药业股份有限公司,WO2026001964A1
ASTELLAS PHARMA INC [JP],US2025388569A1
ASTELLAS PHARMA INC,US2025388569A1
ALFASIGMA SPA [IT],UA125311C2
MIRATI THERAPEUTICS INC [US],US2025388606A1
"Mirati Therapeutics, Inc",US2025388606A1
INSILICO MEDICINE IP LTD [CN],WO2025261393A1
INSILICO MEDICINE IP LIMITED,WO2025261393A1
SHOUYAO HOLDINGS BEIJING CO LTD [CN],WO2025261307A1
首药控股（北京）股份有限公司,WO2025261307A1
GUANGDONG HEC PHARMACEUTICAL,CN121202894A
广东东阳光药业股份有限公司,CN121202894A
JAZZ PHARMACEUTICALS IRELAND LTD [IE],AU2024272361A1
JAZZ PHARMACEUTICALS IRELAND LTD,AU2024272361A1
JAPAN SCIENCE & TECH AGENCY [JP],AU2024276929A1
JAPAN SCIENCE AND TECHNOLOGY AGENCY,AU2024276929A1
FUNDACIO PRIVADA INST DINVESTIGACIO ONCOLÒGICA DE VALL HEBRON [ES],AU2024286649A1
INST CATALANA RECERCA ESTUDIS AVANCATS [ES],AU2024286649A1
PEPTOMYC S L [ES],AU2024286649A1
"FUNDACIÓ PRIVADA INSTITUT D'INVESTIGACIÓ ONCOLÒGICA DE VALL HEBRON,",AU2024286649A1
"INSTITUCIÓ CATALANA DE RECERCA I ESTUDIS AVANÇATS,",AU2024286649A1
"PEPTOMYC, S.L",AU2024286649A1
BRISTOL MYERS SQUIBB CO [US],AU2024309368A1
BRISTOL-MYERS SQUIBB COMPANY,AU2024309368A1
SK BIOPHARMACEUTICALS CO LTD [KR],KR20250174461A
에스케이바이오팜 주식회사,KR20250174461A
SHENZHEN FORWARD PHARMACEUTICALS CO LTD [CN],WO2025256599A1
深圳福沃药业有限公司,WO2025256599A1
SHANGHAI JEYOU PHARMACEUTICAL CO LTD [CN],WO2025256521A1
上海济煜医药科技有限公司,WO2025256521A1
EXOLENS INC,CN121175418A
艾科索伦斯股份有限公司,CN121175418A
JAPAN SCIENCE & TECH AGENCY,CN121175056A
国立研究开发法人科学技术振兴机构,CN121175056A
MOREHOUSE SCHOOL OF MEDICINE [US],US20260062760A1
Morehouse School of Medicine,US20260062760A1
MOREHOUSE SCHOOL OF MEDICINE [US],US20260055473A1
Morehouse School of Medicine,US20260055473A1
BAYLOR COLLEGE MEDICINE [US],US20260049077A1
Baylor College of Medicine,US20260049077A1
UNIV CHINA PHARMA,CN120665048A
中国药科大学,CN120665048A
BAYLOR COLLEGE MEDICINE,CN119998281A
贝勒医学院,CN119998281A
UNIV WAKE FOREST HEALTH SCIENCES [US],WO2025072639A1
WAKE FOREST UNIVERSITY HEALTH SCIENCES,WO2025072639A1
BAYLOR COLLEGE MEDICINE [US],AU2023312919A1
BAYLOR COLLEGE OF MEDICINE,AU2023312919A1
FUTURE MEDICINE CO LTD [KR],US2024300991A1
"FUTURE MEDICINE CO., LTD",US2024300991A1
FUTURE MEDICINE CO LTD [KR],KR20240088664A
퓨쳐메디신 주식회사,KR20240088664A
FUTURE MEDICINE CO LTD [KR],KR20240023587A
퓨쳐메디신 주식회사,KR20240023587A
FUTURE MEDICINE CO LTD [KR],KR20240018139A
퓨쳐메디신 주식회사,KR20240018139A
BAYLOR COLLEGE MEDICINE [US],WO2024026410A2
BAYLOR COLLEGE OF MEDICINE,WO2024026410A2
FUTURE MEDICINE CO LTD,CN117460736A
未来制药有限公司,CN117460736A
FUTURE MEDICINE CO LTD [KR],AU2022287865A1
"FUTURE MEDICINE CO., LTD",AU2022287865A1
FUTURE MEDICINE CO LTD [KR],CA3220826A1
"FUTURE MEDICINE CO., LTD",CA3220826A1
MOREHOUSE SCHOOL OF MEDICINE [US],US2023340604A1
MOREHOUSE SCHOOL OF MEDICINE,US2023340604A1
ABRAXIS BIOSCIENCE LLC [US],MX2022005715A
"ABRAXIS BIOSCIENCE, LLC",MX2022005715A
ABRAXIS BIOSCIENCE LLC [US],US2023000844A1
"Abraxis BioScience, LLC",US2023000844A1
FUTURE MEDICINE CO LTD [KR],KR20220165373A
퓨쳐메디신 주식회사,KR20220165373A
FUTURE MEDICINE CO LTD [KR],EP4353733A2
"Future Medicine Co., Ltd",EP4353733A2
FUTURE MEDICINE CO LTD [KR],WO2022260336A2
퓨쳐메디신 주식회사,WO2022260336A2
FOUNDATION MEDICINE INC [US],AU2022224814A1
"FOUNDATION MEDICINE, INC",AU2022224814A1
ABRAXIS BIOSCIENCE LLC,CN114945358A
阿布拉科斯生物科学有限公司,CN114945358A
ABRAXIS BIOSCIENCE LLC [US],AU2020382817A1
"ABRAXIS BIOSCIENCE, LLC",AU2020382817A1
ABRAXIS BIOSCIENCE LLC [US],CA3161105A1
"ABRAXIS BIOSCIENCE, LLC",CA3161105A1
LOXO ONCOLOGY INC [US],US2022088021A1
"Loxo Oncology, Inc",US2022088021A1
FOUND MEDICINE INC [US],US2022002818A1
"Foundation Medicine, Inc",US2022002818A1
UNIV HENAN,CN113876779A
河南大学,CN113876779A
UNIV COLORADO REGENTS [US],TN2019000271A1
LOXO ONCOLOGY INC [US],TN2019000271A1
ARRAY BIOPHARMA INC [US],TN2019000271A1
"THE REGENTS OF THE UNIVERSITY OF COLORADO, A BODY CORPORATE,",TN2019000271A1
"LOXO ONCOLOGY, INC,",TN2019000271A1
ARRAY BIOPHARMA INC,TN2019000271A1
HUBEI CELLWAY BIOTECHNOLOGY CO LTD,CN113481204A
湖南赛奥维生物技术有限公司,CN113481204A
TIANJIN RENYU BIOLOGICAL TECH CO LTD,CN112933070A
天津仁雨生物科技有限公司,CN112933070A
LOXO ONCOLOGY INC [US],US2021164055A1
ARRAY BIOPHARMA INC [US],US2021164055A1
"Loxo Oncology, Inc,",US2021164055A1
"Array BioPharma, Inc",US2021164055A1
ABRAXIS BIOSCIENCE LLC [US],WO2021096997A1
"ABRAXIS BIOSCIENCE, LLC",WO2021096997A1
HEFEI JINYU MEDICAL EXAMINATION LABORATORY CO LTD,CN112121170A
合肥金域医学检验实验室有限公司,CN112121170A
IGNYTA INC [US],EP3834827A1
NERVIANO MEDICAL SCIENCES SRL [IT],EP3834827A1
Nerviano Medical Sciences S.r.l,EP3834827A1
FOUND MEDICINE INC [US],US2020299775A1
"FOUNDATION MEDICINE, INC",US2020299775A1
FOUNDATION MEDICINE INC [US],AU2020202544A1
"FOUNDATION MEDICINE, INC",AU2020202544A1
LOXO ONCOLOGY INC [US],EP3722441A1
"Loxo Oncology, Inc",EP3722441A1
LOXO ONCOLOGY INC [US],MX2018005087A
"LOXO ONCOLOGY, INC",MX2018005087A
SAMSUNG LIFE PUBLIC WELFARE FOUNDATION [KR],KR20190077998A
사회복지법인 삼성생명공익재단,KR20190077998A
FOUND MEDICINE INC [US],US2018346992A1
"FOUNDATION MEDICINE, INC",US2018346992A1
THE REGENTS OF THE UNIVERISITY OF COLORADO [US],PH12018500902A1
ARRAY BIOPHARMA INC [US],PH12018500902A1
LOXO ONCOLOGY INC [US],PH12018500902A1
"THE REGENTS OF THE UNIVERISITY OF COLORADO,",PH12018500902A1
"ARRAY BIOPHARMA INC,",PH12018500902A1
"LOXO ONCOLOGY, INC",PH12018500902A1
LOXO ONCOLOGY INC [US],MX2017015461A
"LOXO ONCOLOGY, INC",MX2017015461A
LOXO ONCOLOGY INC,CN108697708A
UNIV COLORADO REGENTS,CN108697708A
ARRAY BIOPHARMA INC,CN108697708A
"洛克索肿瘤学股份有限公司,",CN108697708A
"科罗拉多大学校务委员会(个法人团体),",CN108697708A
阵列生物制药公司,CN108697708A
IGNYTA INC [US],CA3008663A1
"IGNYTA, INC",CA3008663A1
LOXO ONCOLOGY INC [US],PH12017502200A1
"LOXO ONCOLOGY, INC",PH12017502200A1
FOUNDATION MEDICINE INC [US],AU2018203650A1
"FOUNDATION MEDICINE, INC",AU2018203650A1
LOXO ONCOLOGY INC [US],US2018140604A1
"Loxo Oncology, Inc",US2018140604A1
LOXO ONCOLOGY INC [US],US2018142306A1
ARRAY BIOPHARMA INC [US],US2018142306A1
"Loxo Oncology, Inc,",US2018142306A1
"Array BioPharma, Inc",US2018142306A1
ARRAY BIOPHARMA INC [US],AU2016344058A1
LOXO ONCOLOGY INC [US],AU2016344058A1
UNIV COLORADO REGENTS [US],AU2016344058A1
"ARRAY BIOPHARMA INC,",AU2016344058A1
"LOXO ONCOLOGY, INC,",AU2016344058A1
"THE REGENTS OF THE UNIVERSITY OF COLORADO, A BODY CORPORATE",AU2016344058A1
LOXO ONCOLOGY INC [US],CA3003153A1
THE REGENTS OF UNIV OF COLORADO A BODY CORPORATE [US],CA3003153A1
ARRAY BIOPHARMA INC [US],CA3003153A1
"LOXO ONCOLOGY, INC,",CA3003153A1
"THE REGENTS OF UNIVERSITY OF COLORADO, A BODY CORPORATE,",CA3003153A1
ARRAY BIOPHARMA INC,CA3003153A1
LOXO ONCOLOGY INC [US],US2018119228A1
ARRAY BIOPHARMA INC [US],US2018119228A1
"Loxo Oncology, Inc,",US2018119228A1
"Array BioPharma, Inc",US2018119228A1
LOXO ONCOLOGY INC,CN107849615A
洛克索肿瘤学股份有限公司,CN107849615A
LOXO ONCOLOGY INC [US],US2018030548A1
ARRAY BIOPHARMA INC [US],US2018030548A1
"Loxo Oncology, Inc,",US2018030548A1
"Array BioPharma, Inc",US2018030548A1
LOXO ONCOLOGY INC [US],US2018030549A1
ARRAY BIOPHARMA INC [US],US2018030549A1
"Loxo Oncology, Inc,",US2018030549A1
"Array BioPharma, Inc",US2018030549A1
LOXO ONCOLOGY INC [US],CA2988423A1
"LOXO ONCOLOGY, INC",CA2988423A1
LOXO ONCOLOGY INC [US],AU2016270803A1
"LOXO ONCOLOGY, INC",AU2016270803A1
DECIPHERA PHARMACEUTICALS LLC [US],CA2971874A1
"DECIPHERA PHARMACEUTICALS, LLC",CA2971874A1
LOXO ONCOLOGY INC [US],US2017260589A1
UNIV COLORADO REGENTS [US],US2017260589A1
ARRAY BIOPHARMA INC [US],US2017260589A1
"Loxo Oncology, Inc,",US2017260589A1
"The Regents of the University of Colorado, a body corporate,",US2017260589A1
"Array BioPharma, Inc",US2017260589A1
"ИГНИТА, ИНК.,",EA201691151A1
"НЕРВИАНО МЕДИКАЛ САЙЕНСИЗ С.Р.Л.,",EA201691151A1
"IGNYTA, INC,",EA201691151A1
NERVIANO MEDICAL SCIENCES S.R.L,EA201691151A1
NANDA NISHA [US],WO2017075107A1
BILENKER JOSH H [US],WO2017075107A1
DOEBELE ROBERT C [US],WO2017075107A1
BLAKE JAMES F [US],WO2017075107A1
KOLAKOWSKI GABRIELLE R [US],WO2017075107A1
BRANDHUBER BARBARA J [US],WO2017075107A1
ANDREWS STEVEN W [US],WO2017075107A1
"NANDA, Nisha,",WO2017075107A1
"BILENKER, Josh H,",WO2017075107A1
"DOEBELE, Robert C,",WO2017075107A1
"BLAKE, James F,",WO2017075107A1
"KOLAKOWSKI, Gabrielle R,",WO2017075107A1
"BRANDHUBER, Barbara J,",WO2017075107A1
"ANDREWS, Steven W,",WO2017075107A1
"THE REGENTS OF THE UNIVERSITY OF COLORADO, A BODY CORPORATE,",WO2017075107A1
"LOXO ONCOLOGY, INC,",WO2017075107A1
ARRAY BIOPHARMA INC,WO2017075107A1
FOUND MEDICINE INC [US],HK1214830A1
FOUNDATION MEDICINE INC,HK1214830A1
LOXO ONCOLOGY INC [US],WO2016196671A1
"LOXO ONCOLOGY, INC",WO2016196671A1
CHILDRENS HOSP MEDICAL CENTER [US],US2016129012A1
CHILDREN'S HOSPITAL MEDICAL CENTER,US2016129012A1
DECIPHERA PHARMACEUTICALS LLC [US],WO2016061228A1
"DECIPHERA PHARMACEUTICALS, LLC",WO2016061228A1
DECIPHERA PHARMACEUTICALS LLC [US],US2016101090A1
"DECIPHERA PHARMACEUTICALS, LLC",US2016101090A1
FOUNDATION MEDICINE INC,AU2013337277A1
"FOUNDATION MEDICINE, INC",AU2013337277A1
JAPAN FOUND CANCER [JP],WO2015064621A1
公益財団法人がん研究会,WO2015064621A1
FOUNDATION MEDICINE INC [US],US2015073036A1
"FOUNDATION MEDICINE, INC",US2015073036A1
FOUNDATION MEDICINE INC [US],EP2914621A2
"FOUNDATION MEDICINE, INC,",EP2914621A2
"Foundation Medicine, Inc",EP2914621A2
BAYLOR COLLEGE MEDICINE [US],WO2025217249A1
BAYLOR COLLEGE OF MEDICINE,WO2025217249A1
ARRAY BIOPHARMA INC [US],TN2018000138A1
LOXO ONCOLOGY INC [US],TN2018000138A1
UNIV COLORADO REGENTS [US],TN2018000138A1
"ARRAY BIOPHARMA INC,",TN2018000138A1
"LOXO ONCOLOGY, INC,",TN2018000138A1
"THE REGENTS OF THE UNIVERSITY OF COLORADO, A BODY CORPORATE",TN2018000138A1
LOXO ONCOLOGY INC [US],TN2017000502A1
"LOXO ONCOLOGY, INC",TN2017000502A1
TRANSGENION - INT INSTITUTE FOR REGENERATIVE TRANSLATIONAL MEDICINE GMBH [AT],US2020017914A1
"Transgenion - International Institute for Regenerative Translational Medicine GmbH,",US2020017914A1
Transgenion—International Institute for Regenerative Translational Medicine GmbH,US2020017914A1
STRANSKY NICOLAS [US],US2019389969A1
CERAM ETHAN G [US],US2019389969A1
LENGAUER CHRISTOPH [US],US2019389969A1
BLUEPRINT MEDICINES CORP [US],US2019389969A1
"STRANSKY Nicolas,",US2019389969A1
"CERAMI Ethan G,",US2019389969A1
"LENGAUER Christoph,",US2019389969A1
Blueprint Medicines Corporation,US2019389969A1
BLUEPRINT MEDICINES CORP [US],EP3628749A1
Blueprint Medicines Corporation,EP3628749A1
TRANSGENION-INTERNATIONAL INST FOR REGENERATIVE TRANSLATIONAL MEDICENE GMBH [AU],US2017349947A1
"TRANSGENION-INTERNATIONAL INSTITUTE FOR REGENERATIVE TRANSLATIONAL MEDICENE GMBH,",US2017349947A1
Transgenion—International Institute for Regenerative Translational Medicine GmbH,US2017349947A1
TRANSGENION - INT INSTITUTE FOR REGENERATIVE TRANSLATIONAL MEDICINE GMBH [AT],US2017335393A1
"Transgenion - International Institute for Regenerative Translational Medicine GmbH,",US2017335393A1
Transgenion—International Institute for Regenerative Translational Medicine GmbH,US2017335393A1
TRANSGENION-INTERNATIONAL INST FOR REGENERATIVE TRANSLATION MEDICINE GMBH [AT],US2017107574A1
"TRANSGENION-INTERNATIONAL INSTITUTE FOR REGENERATIVE TRANSLATION MEDICINE GmbH,",US2017107574A1
Transgenion—International Institute for Regenerative Translational Medicine GmbH,US2017107574A1
TRANSGENION-INTERNATIONAL INST FOR REGENERATIVE TRANSLATIONAL MEDICINE GMBH [AT],CA2953214A1
TRANSGENION-INTERNATIONAL INSTITUTE FOR REGENERATIVE TRANSLATIONAL MEDICINE GMBH,CA2953214A1
TRANSGENION-INTERNATIONAL INST FOR REGENERATIVE TRANSLATIONAL MEDICINE GMBH [AT],CA2953210A1
TRANSGENION-INTERNATIONAL INSTITUTE FOR REGENERATIVE TRANSLATIONAL MEDICINE GMBH,CA2953210A1
TRANSGENION-INTERNATIONAL INST FOR REGENERATIVE TRANSLATIONAL MEDICINE GMBH [AT],CA2953209A1
TRANSGENION-INTERNATIONAL INSTITUTE FOR REGENERATIVE TRANSLATIONAL MEDICINE GMBH,CA2953209A1
MDXHEALTH SA [BE],EP3147375A1
MDxHealth SA,EP3147375A1
UNIV MCMASTER [CA],US2016281167A1
"MCMASTER UNIVERSITY,",US2016281167A1
THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,US2016281167A1
BLUEPRINT MEDICINES CORP [US],US2016272725A1
"BLUEPRINT MEDICINES CORPORATION,",US2016272725A1
Blueprint Medicines Corporation,US2016272725A1
UNIV MCMASTER [CA],CA2926372A1
MCMASTER UNIVERSITY,CA2926372A1
UNIV WIEN MED [AT],WO2015185658A2
MEDIZINISCHE UNIVERSITÄT WIEN,WO2015185658A2
UNIV WIEN MED [AT],WO2015185656A1
MEDIZINISCHE UNIVERSITÄT WIEN,WO2015185656A1
UNIV WIEN MED [AT],WO2015185653A2
MEDIZINISCHE UNIVERSITÄT WIEN,WO2015185653A2
UNIV MCMASTER [CA],WO2015051451A1
MCMASTER UNIVERSITY,WO2015051451A1
MDX HEALTH SA,JP2015051006A
エムディーエックスヘルス  エスエー,JP2015051006A
BLUEPRINT MEDICINES CORP [US],EP3027655A1
"BLUEPRINT MEDICINES CORPORATION,",EP3027655A1
Blueprint Medicines Corporation,EP3027655A1
BLUEPRINT MEDICINES CORP [US],WO2015017533A1
BLUEPRINT MEDICINES CORPORATION,WO2015017533A1
REGENERON PHARMA [US],MX2023008504A
"REGENERON PHARMACEUTICALS, INC",MX2023008504A
REGENERON PHARMA [US],MX2023004922A
"REGENERON PHARMACEUTICALS, INC",MX2023004922A
UNIV ROCHESTER,JP2024023379A
UNIV COPENHAGEN,JP2024023379A
ユニバーシティー  オブ  ロチェスター,JP2024023379A
REGENERON PHARAMACEUTICALS INC [US],CA3179836A1
"REGENERON PHARAMACEUTICALS, INC",CA3179836A1
REGENERON PHARMA,CN114712497A
雷杰纳荣制药公司,CN114712497A
SHENZHEN NEW TARGETED BIOTECHNOLOGY CO LTD,CN114163512A
深圳市新靶向生物科技有限公司,CN114163512A
REGENERON PHARMA [US],CA3137326A1
"REGENERON PHARMACEUTICALS, INC",CA3137326A1
SHENZHEN XINBAXIANG BIOLOGICAL TECH CO LTD,CN113321720A
深圳市新靶向生物科技有限公司,CN113321720A
REGENERON PHARMA,NZ744025A
REGENERON PHARMACEUTICALS INC,NZ744025A
SHANGHAI CHILDRENS MEDICAL CENTER AFFILIATED TO SHANGHAI JIAOTONG UNIV SCHOOL OF MEDICINE,CN110713544A
上海交通大学医学院附属上海儿童医学中心,CN110713544A
REGENERON PHARMA [US],MX2018006740A
"REGENERON PHARMACEUTICALS, INC",MX2018006740A
REGENERON PHARMA,CN108474039A
雷杰纳荣制药公司,CN108474039A
REGENERON PHARMA [US],AU2016364817A1
"REGENERON PHARMACEUTICALS, INC",AU2016364817A1
REGENERON PHARMA [US],CA3007276A1
"REGENERON PHARMACEUTICALS, INC",CA3007276A1
REGENERON PHARMA [US],WO2017096031A1
"REGENERON PHARMACEUTICALS, INC",WO2017096031A1
JAPANESE FOUND FOR CACER RES [JP],US2016305943A1
"JAPANESE FOUNDATION FOR CACER RESEARCH,",US2016305943A1
JAPANESE FOUNDATION FOR CANCER RESEARCH,US2016305943A1
UNIV JOHNS HOPKINS [US],US2016160292A1
"THE JOHNS HOPKINS UNIVERSITY,",US2016160292A1
The Johns Hopkins University,US2016160292A1
JAPAN FOUND CANCER [JP],WO2015012397A1
JAPANESE FOUNDATION FOR CANCER RESEARCH,WO2015012397A1
MERUS NV [NL],TW202536421A
MERUS N.V,TW202536421A
SALUBRIS BIOTHERAPEUTICS INC [US],WO2025245112A1
"SALUBRIS BIOTHERAPEUTICS, INC",WO2025245112A1
MERUS NV [NL],WO2025188180A1
MERUS N.V,WO2025188180A1
MERRIMACK PHARMACEUTICALS INC [US],PH12013502663A1
SANOFI SA [FR],PH12013502663A1
"MERRIMACK PHARMACEUTICALS, INC,",PH12013502663A1
SANOFI,PH12013502663A1
SHANGHAI HANSOH BIOMEDICAL CO LTD,CN119013307A
CHANGZHOU HENGBANG PHARMACEUTICAL CO LTD,CN119013307A
JIANGSU HANSOH PHARMACEUTICAL GROUP CO LTD,CN119013307A
"上海翰森生物医药科技有限公司,",CN119013307A
"常州恒邦药业有限公司,",CN119013307A
江苏豪森药业集团有限公司,CN119013307A
REGENERON PHARMA,NZ777968A
REGENERON PHARMACEUTICALS INC,NZ777968A
MERUS NV,NZ757560A
MERUS N.V,NZ757560A
ELEVATION ONCOLOGY INC [US],US2024360243A1
"Elevation Oncology, Inc",US2024360243A1
UNIV COLUMBIA [US],US2024342116A1
The Trustees of Columbia University in the City of New York,US2024342116A1
HUMMINGBIRD BIOSCIENCE PTE LTD [SG],WO2025056781A1
CLEGG RICHARD IAN [GB],WO2025056781A1
"HUMMINGBIRD BIOSCIENCE PTE. LTD,",WO2025056781A1
"CLEGG, Richard Ian",WO2025056781A1
MERUS NV [NL],US2024199747A1
Merus N.V,US2024199747A1
MERUS NV [NL],IL310223A
TON LOGTENBERG,IL310223A
MARK THROSBY,IL310223A
CECILIA ANNA WILHELMINA GEUIJEN,IL310223A
DAVID ANDRE BAPTISTE MAUSSANG DETAILLE,IL310223A
"MERUS N.V,",IL310223A
"TON LOGTENBERG,",IL310223A
"MARK THROSBY,",IL310223A
"CECILIA ANNA WILHELMINA GEUIJEN,",IL310223A
DAVID ANDRE BAPTISTE MAUSSANG-DETAILLE,IL310223A
MERUS NV [NL],US2024052043A1
Merus N.V,US2024052043A1
ELEVATION ONCOLOGY INC,CN117412766A
艾利维申肿瘤学公司,CN117412766A
AVEO PHARMACEUTICALS INC [US],US2023365710A1
"AVEO Pharmaceuticals, Inc",US2023365710A1
SHANGHAI HANSOH BIOMEDICAL CO LTD [CN],WO2023198138A1
CHANGZHOU HANSOH PHARMACEUTICAL CO LTD [CN],WO2023198138A1
JIANGSU HANSOH PHARMACEUTICAL GROUP CO LTD [CN],WO2023198138A1
"上海翰森生物医药科技有限公司,",WO2023198138A1
"常州恒邦药业有限公司,",WO2023198138A1
江苏豪森药业集团有限公司,WO2023198138A1
SHANGHAI HANSOH BIOMEDICAL CO LTD,CN116744971A
JIANGSU HANSOH PHARMACEUTICAL GROUP CO LTD,CN116744971A
"上海翰森生物医药科技有限公司,",CN116744971A
江苏豪森药业集团有限公司,CN116744971A
KOREA RES INST BIOSCIENCE & BIOTECHNOLOGY [KR],TW202246311A
ISU ABXIS CO LTD [KR],TW202246311A
"KOREA RESEARCH INSTITUTE OF BIOSCIENCE AND BIOTECHNOLOGY,",TW202246311A
"ISU ABXIS CO., LTD",TW202246311A
SHANGHAI HANSOH BIOMEDICAL CO LTD,CN115843256A
JIANGSU HANSOH PHARMACEUTICAL GROUP CO LTD,CN115843256A
"上海翰森生物医药科技有限公司,",CN115843256A
江苏豪森药业集团有限公司,CN115843256A
KOREA RES INST BIOSCIENCE & BIOTECHNOLOGY [KR],KR20220159507A
ISU ABXIS CO LTD [KR],KR20220159507A
"한국생명공학연구원,",KR20220159507A
주식회사 이수앱지스,KR20220159507A
KOREA RES INST BIOSCIENCE & BIOTECHNOLOGY [KR],WO2022250440A1
ISU ABXIS CO LTD [KR],WO2022250440A1
"한국생명공학연구원,",WO2022250440A1
주식회사 이수앱지스,WO2022250440A1
SHANGHAI HANSOH BIOMEDICAL CO LTD [CN],TW202227504A
JIANGSU HANSOH PHARMACEUTICAL GROUP CO LTD [CN],TW202227504A
"SHANGHAI HANSOH BIOMEDICAL CO., LTD,",TW202227504A
"JIANGSU HANSOH PHARMACEUTICAL GROUP CO., LTD",TW202227504A
SHANGHAI HANSOH BIOMEDICAL CO LTD [CN],TW202227486A
JIANGSU HANSOH PHARMACEUTICAL GROUP CO LTD [CN],TW202227486A
"SHANGHAI HANSOH BIOMEDICAL CO., LTD,",TW202227486A
"JIANGSU HANSOH PHARMACEUTICAL GROUP CO., LTD",TW202227486A
ELEVATION ONCOLOGY INC [US],US2022288204A1
"ELEVATION ONCOLOGY, INC",US2022288204A1
SHANGHAI HANSOH BIOMEDICAL CO LTD [CN],WO2022144025A1
JIANGSU HANSOH PHARMACEUTICAL GROUP CO LTD [CN],WO2022144025A1
"上海翰森生物医药科技有限公司,",WO2022144025A1
江苏豪森药业集团有限公司,WO2022144025A1
ELEVATION ONCOLOGY INC [US],US2022204642A1
"Elevation Oncology, Inc",US2022204642A1
SHANGHAI HANSOH BIOMEDICAL CO LTD [CN],WO2022078490A1
JIANGSU HANSOH PHARMACEUTICAL GROUP CO LTD [CN],WO2022078490A1
"上海翰森生物医药科技有限公司,",WO2022078490A1
江苏豪森药业集团有限公司,WO2022078490A1
ELEVATION ONCOLOGY INC [US],EP4304636A1
"Elevation Oncology, Inc",EP4304636A1
ELEVATION ONCOLOGY INC [US],WO2022192534A1
"АЛЬФАСІГМА С.П.А.,",UA125311C2
АЛЬФАСИГМА С.П.А.,UA125311C2
BAYER AG [DE],US2021404012A1
BAYER PHARMA AG [DE],US2021404012A1
"Bayer Aktiengesellschaft,",US2021404012A1
Bayer Pharma Aktiengesellschaft,US2021404012A1
BEIHAI KANGCHENG BEIJING MEDICINE TECH CO LTD,CN113683698A
北海康成（北京）医药科技有限公司,CN113683698A
BEIHAI KANGCHENG BEIJING MEDICINE TECH CO LTD,CN113683699A
北海康成（北京）医药科技有限公司,CN113683699A
BEIHAI KANGCHENG BEIJING MEDICINE TECH CO LTD,CN113683700A
北海康成（北京）医药科技有限公司,CN113683700A
BEIHAI KANGCHENG BEIJING MEDICINE TECH CO LTD,CN113684275A
北海康成（北京）医药科技有限公司,CN113684275A
MERUS NV [NL],EP4240402A1
Merus N.V,EP4240402A1
MERUS NV [NL],WO2022098233A1
MERUS N.V,WO2022098233A1
ALFASIGMA SPA [IT],TN2019000187A1
